,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Range,Hazardous,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Colour,Thickness,Waste Supplied,Bowl Type,Bowl Shape,Fitting / Mounting Type,Main Bowl Size,Material,Number of Tap Holes,Second Bowl Size,Depth (mm),Feature 15,Feature 16,Connection,Connection Size,Thread Standard,Thread Size,Maximum Operating Temperature,Application,Flow Rate,Min System Pressure Cold (Bar),Operating Temperature,Projection Depth,Style,Warranty,Sector,Pressure (Low / Med / High),Tank,Mains,Cartridge,Spout Type,Handle Type,Finish,Pack Quantity,Flush Type,Overflow Type,Air Pipe Supplied,Inlet Position,Flush Mechanism,Fittings Included,Feature 17,Feature 18,Anti Slip,Grips/Handles,Weight,Mounting Type,Feature 19,Feature 20,Feature 21,Position,Pre-Drilled Waste Hole,Pre-Drilled Overflow,Anti Slip Surface,Grips or Handles,Shape,Capacity Litre,Dimensions (L x W x D),Diameter,Attachment 6,Attachment 7,Attachment 8
71,PD27226,Bristan Infrared infra red automatic swan basin spout,Bristan,270.0,"Designed to support infection control measures, this Bristan Infrared swan necked basin spout offers hygienic and convenient touch-free operation. This motion sensor tap is suitable for high pressure plumbing systems and is compatible with mains or battery power, providing a range of installation options. Made of highly robust brass with a chrome finish, this deck-mounted tap has automatic timed turn-off for water economy.",Commercial Plumbing/Commercial Plumbing.csv -> Bristan Infrared infra red automatic swan basin spout,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/26/NW-D27226_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D27226_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/es/D27226_Spares.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Bristan_Infrared_Spout_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Bristan_TapsShowersAccers_Brchr_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,P870117,Reliance Valves Easifit union 2 in 1 TMV 22mm,Reliance Valves,87.26,A Radiance Valves Easifit 2-in-1 22mm TMV union.,Commercial Plumbing/Commercial Plumbing.csv -> Reliance Valves Easifit union 2 in 1 TMV 22mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/17/NW-870116_870117_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/RWC_Easifit_TMV_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PN24072,Delabie Tempomatic 3 basin tap 15mm 6v,Delabie,389.58,"Offering touch-free hygiene, the Delabie Tempomatic 3 electronic tap incorporates a movement sensor for waste-free delivery and a range of features designed to promote safe, clean use. This chrome-plated, deck-mounted tap includes a scale-resistant flow straightener and reduced stagnation solenoid valve as well as the option of an antibacterial duty flush.",Commercial Plumbing/Commercial Plumbing.csv -> Delabie Tempomatic 3 basin tap 15mm 6v,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/40/72/NW-N24072_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Delabie_US_Eng_442006_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Delabie_NT490_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PB97266,Ideal Standard Contour 21 standard toilet seat without cover  White,Ideal Standard,130.62,"Designed to withstand use in schools, the Ideal Standard Contour 21 white toilet seat is made of tough plastic for long lasting durability and easy-clean hygiene.",Commercial Plumbing/Commercial Plumbing.csv -> Ideal Standard Contour 21 standard toilet seat without cover  White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/66/NW-B97266_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/IS_Spares_Catalogue_2019.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_Contour_21_S4066_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/IS_Contour_21_S4066_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PD06402,Saracen twist-lock valve with long life cartridge and plastic key,Saracen,48.04,A Saracen long-life twist lock valve.,Commercial Plumbing/Commercial Plumbing.csv -> Saracen twist-lock valve with long life cartridge and plastic key,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/64/02/NW-D06402_wm.jpg,,,,,,,N,WHIFF-MP-TL,Twist-Lock Valve,N,"Maintenance Pack for the WhiffAway Waterless Urinal System including a Removal Key, Replacement Valve Assembly & Replacement Cartridge",,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PJ23353,Ideal Standard Profile 21 S2492 1 tap hole semi-countertop basin with overflow 500mm White,Ideal Standard,240.59,"The Ideal Standard Profile 21 500mm semi-countertop washbasin with single tap hole is made of durable fine fireclay and has been designed to sit on fitted bathroom furniture, vanity units or countertops.",Commercial Plumbing/Commercial Plumbing.csv -> Ideal Standard Profile 21 S2492 1 tap hole semi-countertop basin with overflow 500mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/33/54/NW-J23353_J23354_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/J23353_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PB98850,Ideal Standard Sandringham 21 wall hung toilet bowl horizontal outlet White,Ideal Standard,216.64,"Meeting the demands of commercial use, the durable Ideal Standard Sandringham 21 wall-mounted toilet pan is built in tough vitreous china.",Commercial Plumbing/Commercial Plumbing.csv -> Ideal Standard Sandringham 21 wall hung toilet bowl horizontal outlet White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/50/NW-B98850_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/AShanks_SandringhamWMWCPan_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/IS_Sandringham21_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PD61281,Bristan Sirrus mixing valve 22mm Chrome,Bristan,686.25,"A Bristan 22mm thermostatic TMV3 group blending valve with integral isolation valves, ideal for group applications at pressures down to 0.1 bar.",Commercial Plumbing/Commercial Plumbing.csv -> Bristan Sirrus mixing valve 22mm Chrome,,Mixing valve,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/12/81/NW-D61281_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Bristan_TS4753ECP_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Bristan_TS4753ECP_Instruction.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Bristan_TS4753ECP_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PB00024,Twyford Sola rimless horizontal outlet wc 400mm White,Twyford,242.44,"Ideal for schools, this Twyford Sola rimless back-to-wall toilet pan is a Flushwise back-to-wall design with a water saving flush of 4/2.6L and improved hygiene features.",Commercial Plumbing/Commercial Plumbing.csv -> Twyford Sola rimless horizontal outlet wc 400mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/24/NW-B00024_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rw/ng/Twyford_Sola_Rimless400BTW_WC_Drwng.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Twyford_Sola_Rimless_400_BTW_WC_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Twyford_ConcledCisternMatrixBrochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Twyford_DoP10_WCs_Certificate.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PB97894,Twyford Sola schools rimless wc horizontal outlet 350mm White,Twyford,220.38,"Ideal for schools, this Twyford Sola rimless back-to-wall toilet pan is a Flushwise back-to-wall design with a water saving flush of 4/2.6L and improved hygiene features.",Commercial Plumbing/Commercial Plumbing.csv -> Twyford Sola schools rimless wc horizontal outlet 350mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/78/94/NW-B97894_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Twyford_ConcledCisternMatrixBrochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Twyford_DoP10_WCs_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rw/ng/Twyford_Sola_School_350BTW_WC_Drwng.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Twyford_Sola_School_350BTW_WC_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PC98032,Ideal Standard Sensorflow 21 basin electronic spout with exposed mains box 230mm,Ideal Standard,445.06,"The compact, water saving Ideal Standard Sensorflow 21 tubular panel-mounted spout provides sensor operated hands-free electronic hand washing with vandal-resistant build for practical public use.",Commercial Plumbing/Commercial Plumbing.csv -> Ideal Standard Sensorflow 21 basin electronic spout with exposed mains box 230mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/33/NW-C98032_C98033_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/IS_Spares_Catalogue_2019.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/IS_Sensorflow21_Comapct_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_Sensorflow_21_A4849AA_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,P870116,Reliance Valves Easifit union 2 in 1 TMV 15mm,Reliance Valves,73.35,A Radiance Valves Easifit 2-in-1 15mm TMV union.,Commercial Plumbing/Commercial Plumbing.csv -> Reliance Valves Easifit union 2 in 1 TMV 15mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/17/NW-870116_870117_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/RWC_Easifit_TMV_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,P231855,"Geberit Delta Geberit Duofix for wall-hung WC, with Delta concealed cistern 12 cm, flush plate Delta20, 112 cm pack",Geberit,189.0,"A handy pack for easy, all-in-one installation, this Geberit Duofix 1120mm frame for wall-hung toilets is supplied complete with a Delta 120mm concealed cistern and a Delta20 flush plate. Self-supporting, the Duofix frame is supplied with drilling holes for ease of fastening and has non-slip leg supports and rotatable foot plates for sturdy installation. The included cistern offers front actuation of a 3/5.8L dual flush for reduced water waste.","Commercial Plumbing/Commercial Plumbing.csv -> Geberit Delta Geberit Duofix for wall-hung WC, with Delta concealed cistern 12 cm, flush plate Delta20, 112 cm pack",,"Duofix 112 cm element for wall-hun WC, Delta concealed cistern, Delta20 actuator plate ;fastening material",https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/3_/55/U94953_55_wm.jpg,,,,,,Delta,N,231855 PK,Frame and Cistern,N,Powder-coated self-supporting frame,Frame with Ø 9mm drilling holes for fastening into wood frame,Frame prepared for support brackets for ceramic toilets with small contact surfaces,Adjustable 0 - 200mm galvanised feet,Foot plate depth suitable for installation in U-profiles UW50 and UW75 and Geberit Duofix system rails,Connection bend can be mounted without tools with adjustable 45mm range,Sound absorbing fastening for connection bend,Cistern fully insulated against condensation,Factory set immediate post flush,Tool-free installation and maintenance on cistern,Water supply connection on rear or top centre,Cover box on service opening protects from moisture and dirt,Protection box can be cut to length,With conduit pipe for feed pipe connection of Geberit AquaClean shower toilets,,,,,,,,,,,,With fastening option for electrical connection,"Cistern fulfils standard requirements in accordance with EN 14055, Class II",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,P171618,Reliance Valves Heatguard Dual 2 in 1 dual thermostatic mixing valve 15mm,Reliance Valves,98.7,"Made of nickel-plated DZR brass and with viton seals, this RWC Heatguard Dual 2-in-1 thermostatic mixing valve can supply 37LPM at 2.5 bar pressure loss. With a tamperproof cap that can act as a temperature adjustment tool, this three-port TMV has scale-resistant internal components and 15mm compression water inlets with flat faced union connections to comply with building regulations and D08.",Commercial Plumbing/Commercial Plumbing.csv -> Reliance Valves Heatguard Dual 2 in 1 dual thermostatic mixing valve 15mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/16/19/NW-171618_171619_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/RWC_Heatguard_Dual_TMV_Tech_2016.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/RWC_Heatguard_Dual_TMV_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/RWC_HeatGuardTMV_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/RWC_Heatguard_Dual_TMV_TMV2_3_Instal.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,P411094,DVS 6v 6w dc asco valve latching 12.7mm,DVS,68.12,"Designed with a robust brass body, this DVS 6V DC latching valve has a NBR seal and 12.7mm orifice with compression fittings for 15mm pipe.",Commercial Plumbing/Commercial Plumbing.csv -> DVS 6v 6w dc asco valve latching 12.7mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/94/NW-411094_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/ts/DVS_127mm_Valve_Cleaning_Instrcts.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,P171623,Reliance Valves Ausimix Compact 4 in 1 thrmostatic mixing valve 15mm,Reliance Valves,117.8,"Offering versatile protection from the dangers of scalding, RWC Ausimix Compact 4-in-1 thermostatic mixing valve is made of DZR brass with a nickel-plated finish. This three-port valve offers viton seals, red/blue levers and 15mm flat face union connections. Telescopic connectors and SharkBite push-fit connections are also available.",Commercial Plumbing/Commercial Plumbing.csv -> Reliance Valves Ausimix Compact 4 in 1 thrmostatic mixing valve 15mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/16/24/NW-171623_171624_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/RWC_Ausimix_Compact_TMV_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/RWC_Ausimix_Compact_4in1_TMV_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/RWC_Ausimix_TMV2_3_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PU00103,Geberit Kappa concealed dual flush cistern White,Geberit,160.09,"Fitted with front actuation, this Geberit Kappa dual flush concealed cistern is suitable for installation in drywall construction, part or room-height pre-wall installations and room-height installations with wall and floor standing toilets. Fully insulated, this adjustable depth cistern is designed to resist condensation.",Commercial Plumbing/Commercial Plumbing.csv -> Geberit Kappa concealed dual flush cistern White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/02/13/550213_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Geberit_Sanitary_Product_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PD64462,Intatec Intatherm Sequential safe touch thermostatic basin mixer valve 140mm,Intatec,238.38,"Suitable for domestic or commercial use, the Intatec Intatherm Sequential thermostatic basin mixer tap incorporates thermostatic safety, easy-grip handles and cool-touch technology for peace of mind in any setting. This stylish chrome tap includes Inta’s proven anti-scald technology and a self draining spout for clean hygiene. With a smooth function cartridge, this deck-mounted tap is effortlessly operated by hand or elbow, ideal for sheltered housing and facilities designed for the differently abled.",Commercial Plumbing/Commercial Plumbing.csv -> Intatec Intatherm Sequential safe touch thermostatic basin mixer valve 140mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/44/63/NW-D64462_D64463_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Intatec_IT1005CP_IT1006CP_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Intatec_IT1005CP_IT1006CP_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Intatec_IT1005CP_Spare_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PB97343,Ideal Standard Portman 21 2 tap hole basin with overflow and no chain 500mm,Ideal Standard,133.07,"This Ideal Standard Portman 21 500mm washbasin is made of tough vitreous china material with a vandal-resistant design for a longer life. This hardwearing, modern washbasin includes two tap holes and is designed for wall-mounted installation.",Commercial Plumbing/Commercial Plumbing.csv -> Ideal Standard Portman 21 2 tap hole basin with overflow and no chain 500mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/73/43/NW-B97343_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/IS_Armitage_Shank_WB_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/B97343_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
