,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Colour,Fuel Type,Range,Hazardous,Seasonal Space Heating Energy Efficiency %,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Attachment 6,Boiler Bundles,Flow Rate,Warranty,Weight,Energy Rating,Water Heating Energy Efficiency Class,Output,Depth (mm),Efficiency (SAP 2009),Mounting Type,Feature 15,Feature 16,Feature 17,Feature 18,Max Vertical Level Flue Length (metres),Boiler Section,Boiler Range,Rated Heat Output (Prated or Psup),Seasonal Space Heating Energy Efficiency Class,Max High Level Flue Length (metres),Preset Pressure Relief Valve (Bar),Dry Weight (kg),Feature 19,Feature 20,Attachment 7,Attachment 8
70,P333747,Worcester Bosch Greenstar CDi Highflow 440CDi boiler and horizontal flue,Worcester Bosch,2256.0,"Offering high heating and hot water output, the Worcester Bosch Greenstar CDi Highflow 440CDi NG combi, supplied with a horizontal flue, is ideal for installation in larger homes with two bathrooms. A robust floor standing boiler, the CDi Highflow is designed to sit beneath a standard kitchen countertop, making it easy to reach for installation, maintenance and control. Providing instant hot water in even the most demanding homes, this ErP A-rated boiler is highly efficient and reliable, with built-in frost protection to keep things running in even the worst weather.",Boilers/sub_categories/Boiler Packs/Boiler Packs.csv -> Worcester Bosch Greenstar CDi Highflow 440CDi boiler and horizontal flue,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/7_/pk/333747 PK_wm.jpg,,,,,,White/Gloss,Natural Gas,Greenstar CDi Highflow,N,A,333747 PK,Condensing Combi Boiler and Horizontal Flue Pack,N,Includes boiler and horizontal flue,Fits underneath a standard kitchen worktop,Frost protection for safe cellar or garage installation,Simple control knobs and temperature display,"Keep Hot facility for instantaneous, always available hot water",DHW flow rate 20LPM,Compatible with a wide choice of controls,7 year warranty,,,,,,,,,,,,,,,,,,,,,,6.4,,,,,,,,,,,
71,P333953,Glow-worm Energy 25C combi boiler,Glow-worm,775.0,"Over 80 years of commitment to top quality, reliability and exceptional durability have made Glow-worm one of the UK’s leading heating manufacturers. We have built our reputation on delivering products which are straightforward, dependable and designed with you in mind.",Boilers/sub_categories/Boiler Packs/Boiler Packs.csv -> Glow-worm Energy 25C combi boiler,,Combi boiler;Heat generator;Unit mounting bracket;Flexible condensate discharge pipe;6x 3/4 seals;4x 1/2 seals;Service valve;Gas stopcock;Filling device;2x connection pipe (heating flow ;return);Cold water connection pipe;Domestic hot water connection,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/im/er/opticom basic UK notimer_wm.jpg,,,,,,White,Natural Gas,Energy,N,,333953 PK,Combi Boiler,N,Easy to Install,Energy Saving,,,,,,,,,,,,,,,12.1 L/min @ 30K 10.4 L/min @ 35K,7 Year,32 kg,A,A,25 kW,280,93,Wall,,,,,,,,,,,,,,,,
72,P333490,Baxi 830 1 system boiler 2 natural gas or LPG,Baxi,1244.0,"A compact design suitable for fitting into a standard cupboard, the Baxi 830 system boiler offers easy installation using the including wall mounting bracket. Manually convertible, this efficient ErP A-rated 30kW boiler can run on natural gas or LPG and offers compatibility with the Megaflo Eco hot water cylinder range. The supplied Adey Micro 2 magnetic system filter helps to improve efficiency of the 818 even further, cleverly capturing and removing damaging debris for cleaner running and less risk of breakdown.",Boilers/sub_categories/Boiler Packs/Boiler Packs.csv -> Baxi 830 1 system boiler 2 natural gas or LPG,,"Boiler, pre-fitted flue adapter, literature pack, hanging bracket, isolation valves, copper tails, prv pipe assembly, condensate adapter, Adey Micro 2 system filter",https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/27/151027_wm.jpg,,,,,,,Natural Gas / LPG,830,N,,333490 PK,System Boiler,N,Includes magnetic system filter,Compact cupboard fit design,Suitable for wall mounting,Supplied with mounting bracket,For natural gas or LPG operation,10 year parts and labour warranty,,,,,,,,,,,N/A,10 Years Parts & Labour,2.85 kg,A,A,30 kW,285,94,Wall mounting bracket,,,,,,,,,,,,,,,,
73,P333191,Worcester Bosch Greenstar 4000 GR4700iW 21 S NG system boiler and flue 21kW,Worcester Bosch,1225.0,"Supplied with a flue, the Worcester Bosch Greenstar 4000 System GR4700iW 21 S NG system boiler pack offers easy wall mounting and a neat, attractive finish ideal for modern family homes. Providing excellent levels of performance, this 21kW system boiler has earned an ErP A rating for its energy efficiency and is designed with an intuitive, clear display panel for ease of operation and trouble-free error identification.",Boilers/sub_categories/Boiler Packs/Boiler Packs.csv -> Worcester Bosch Greenstar 4000 GR4700iW 21 S NG system boiler and flue 21kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/2_/pk/333186_333192_PK_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/WB_Greenstar_4000_Combi_Instal_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/WB_Greenstar_4000System_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/WB_GR4700iW_21_S_NG_ErP_Datasheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/WB_Gas_Fired_Boiler_Prdt_Guide_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,P334487,Worcester Bosch Greenstar 12RI regular boiler pack with flue,Worcester Bosch,925.0,"Providing reliable heating for small and medium sized homes, even those that experience problematic low water pressure, the Worcester Bosch Greenstar 12Ri ErP+ NG regular boiler is ErP A-rated for its high levels of frost-protected efficiency. And with the option to connect to Bosch's Greenskies solar panels and the Greenstore cylinder, this 12kW boiler could really help to improve the carbon footprint of a green-minded household. Easy to install, thanks to its compact footprint, the Greenstar Ri is supplied with a telescopic horizontal flue kit to help save on fitting time and trouble.",Boilers/sub_categories/Boiler Packs/Boiler Packs.csv -> Worcester Bosch Greenstar 12RI regular boiler pack with flue,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/0_/pk/334486_50 PK_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/WB_Gas_Consumer_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/WB_Greenstar_9-24Ri_Regular_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/112402_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/WB_Greenstar_Ri_ErP+_Instructions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,P333114,Alpha e-tec nx 28kw combi boiler & flue,Alpha,640.0,"Making specification and installation jobs easier, this Alpha boiler pack contains both the Alpha e-Tec 28kW combi boiler and a compatible flue.",Boilers/sub_categories/Boiler Packs/Boiler Packs.csv -> Alpha e-tec nx 28kw combi boiler & flue,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/_9/04/195895_904_wm.jpg,,,,,,,,,N,,333114 PK,,N,All-in-one pack,For ease of specification,With flue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,P333888,Vokera Excel standard horizontal flue pack,Vokera,70.0,Vokera offer a wide range of flue systems that are able to meet the majority of applications. There are concentric flue systems and a parallel (twin) flue system that can be used in either horizontal or vertical configurations. All Vokera flue systems incorporate push-fit connections that are designed to enable a fast and simple method of installation.,Boilers/sub_categories/Boiler Packs/Boiler Packs.csv -> Vokera Excel standard horizontal flue pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/73/127273_wm.jpg,,,,,,White/Satin,,Excel,N,,333888 PK,Flue Pack,N,Compatible with Vokera HE domestic boiler ranges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flue,CompactEasi-Heat PlusExcelVisionVision Plus,,,,,,,,,
77,P334218,Baxi Combi 2 424 boiler pack,Baxi,545.0,"Suitable for natural gas and ready to run on 20% hydrogen, the wall-mounted Baxi 400 Series 2 24kW boiler is a highly efficient option for any home. Neat and compact, this combi is suitable for installation inside a cupboard and weighs less than 30kg, making installation easier for the engineer. The Series 2 is supplied with a hanging bracket, meaning that fitting won't require extra parts or create unnecessary mess.",Boilers/sub_categories/Boiler Packs/Boiler Packs.csv -> Baxi Combi 2 424 boiler pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/90/153790_wm.jpg,,,,,,,LPGNatural Gas,Combi 2,N,,334218 PK,Combi Boiler,N,Brass hydraulics,Compact cupboard fit,Stainless steel heat exchanger,Easy wiring for simpler installation,20% hydrogen/gas mix ready,With rigid filling tank,A-rated efficiency,5 year warranty,,,,,,,,,9.8L/Min @ 35 Deg C Rise,5 Year,26.5kg28kg,A,A,24 kW,285,93,Wall Mounted,,,,,,,,,,,,,,,,
78,P333115,Alpha e-tec nx 33kw combi boiler & flue,Alpha,668.0,"Making specification and installation jobs easier, this Alpha boiler pack contains both the Alpha e-Tec 33kW combi boiler and a compatible flue.",Boilers/sub_categories/Boiler Packs/Boiler Packs.csv -> Alpha e-tec nx 33kw combi boiler & flue,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/_9/04/195895_904_wm.jpg,,,,,,,,,N,,333115 PK,,N,All-in-one pack,For ease of specification,With flue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,P107039,Ideal Heating I-Mini 228320 I-mini 2 C30 with horizontal flue and Fernox TF1 filter pack,Ideal Heating,688.0,TBC,Boilers/sub_categories/Boiler Packs/Boiler Packs.csv -> Ideal Heating I-Mini 228320 I-mini 2 C30 with horizontal flue and Fernox TF1 filter pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/70/39/107039_wm.jpg,,,,,,,,,N,,107039 PK,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,P111714,Ideal Logic Max Heat2 H24 boiler with flue promo pack,Ideal,1120.0,TBC,Boilers/sub_categories/Boiler Packs/Boiler Packs.csv -> Ideal Logic Max Heat2 H24 boiler with flue promo pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/17/14/111714_wm.jpg,,,,,,,,Logic Max Heat2,N,,111714 PK,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,P107152,Ideal Heating I-Mini 228319 I-mini 2 C24 with horzontal flue and Halo Lite RF Thermostat pack,Ideal Heating,620.0,TBC,Boilers/sub_categories/Boiler Packs/Boiler Packs.csv -> Ideal Heating I-Mini 228319 I-mini 2 C24 with horzontal flue and Halo Lite RF Thermostat pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/52/107152_wm.jpg,,,,,,,,,N,,107152 PK,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,P333009,Ideal i-mini C30 combi boiler and flue pack,Ideal,688.0,"Compact and lightweight, the Ideal i-mini C30 combi boiler with flue is designed for easy installation into the smallest of spots. Highly reliable, this 30kW boiler is easy to service and maintain, thanks to its reduced component count and its build quality. In addition, the i-mini is highly efficient, earning SEDBUK recognition and an ErP A rating for a reduced carbon footprint and cost effective operation, helping families to meet their green aims.",Boilers/sub_categories/Boiler Packs/Boiler Packs.csv -> Ideal i-mini C30 combi boiler and flue pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/30/08/333008_wm.jpg,,,,,,,Natural Gas,I-Mini,N,,333009 PK,Combi Boiler Pack,N,Compact cupboard fit,Wide range of additional flueing options,Low lift weight,Low component count maximises reliability,Easy to read pressure gauge,High SEDBUK efficiency,Fast hot water response through DHW preheat,DHW flow rate of 14.5LPM,5 year warranty,,,,,,,"333009, 333011, 333153",,,,,,,,,,,,,,,,,,,,,,,,,
83,P333348,Baxi Platinum+ Combi 40 combi boiler only pack 40kW,Baxi,1488.0,"The British-built Baxi Platinum+ Combi 40 condensing boiler is hardwearing and efficient, featuring built-to-last brass hydraulics for long-lasting, low-maintenance use. Containing an Adey Micro2 Magnetic System filter to protect the whole heating system, this 40kW combi has been designed to offer consistently high levels of hot water performance. Front access to all components, an Easy-Fill filling link for engineer-free system top-up, Multifit flue compatibility and inbuilt frost protection make this combi simple and affordable to maintain. Operated through the OpenTherm interface, the ErP A-rated Platinum+ puts control in the owner's palm via smartphone app.",Boilers/sub_categories/Boiler Packs/Boiler Packs.csv -> Baxi Platinum+ Combi 40 combi boiler only pack 40kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/pl/us/Baxi_Platinum 40 plus_wm.jpg,,,,,,,Natural Gas,Platinum+ Combi,N,,333348 PK,Condensing Combi Boiler,N,High flow rate,Easy to install and maintain,"Includes Adey Micro2 Magnetic System filter, for complete system protection",Optional built-in mechanical 24 hour timer,Front access to all components,Easy-Fill permanent filling link,Built-in frost thermostat,Compatible with Multifit flue kits,OpenTherm interface,Compatible with Baxi uSense,10 year warranty,,,,,"333348, 333349","19.1 L/min @ 30°C, 16.4 L/min @ 35°C",10 Years,42.2 kg,A,A,,345,92,Wall Hung,,,,,,,,,,,,,,,,
84,P111988,Worcester 8000 40 kW combi boiler with Honeywell evohome pack,Worcester,1657.0,TBC,Boilers/sub_categories/Boiler Packs/Boiler Packs.csv -> Worcester 8000 40 kW combi boiler with Honeywell evohome pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/19/88/111988_wm.jpg,,,,,,,,,N,,111988 PK,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,P111986,Worcester 8000 30 kW combi boiler with Honeywell evohome pack,Worcester,1340.0,TBC,Boilers/sub_categories/Boiler Packs/Boiler Packs.csv -> Worcester 8000 30 kW combi boiler with Honeywell evohome pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/19/86/111986_wm.jpg,,,,,,,,,N,,111986 PK,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,P111987,Worcester 8000 35 kW combi boiler with Honeywell evohome pack,Worcester,1507.0,TBC,Boilers/sub_categories/Boiler Packs/Boiler Packs.csv -> Worcester 8000 35 kW combi boiler with Honeywell evohome pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/19/87/111987_wm.jpg,,,,,,,,,N,,111987 PK,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,P333986,Worcester Bosch Greenstar 8000 Life GR8300iW 40 C NG combi boiler pack 40kW White,Worcester Bosch,1567.0,"Spearheading the next generation of boilers the Worcester Bosch Greenstar 8000 Life GR8300iW 40 C NG follows in the footsteps of the award-winning CDi Classic. It's equally reliable and user-friendly but benefits from better than ever efficiency, flexibility and ease of fitting and maintenance. The modern design of the 8000 Life blends seamlessly into the contemporary home, while installation is faster and easier with a reduced lift weight but all the familiar fixtures and connections. Control of this 40kW boiler is that bit simpler too owing to an intuitive full colour text display and the ability to connect to Bosch's EasyControl smart thermostat. With an ErP A rating this boiler helps householders to keep their fuel bills to a minimum and reduce emissions too.",Boilers/sub_categories/Boiler Packs/Boiler Packs.csv -> Worcester Bosch Greenstar 8000 Life GR8300iW 40 C NG combi boiler pack 40kW White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/hi/te/WB_G_Life_White_wm.jpg,,,,,,,Natural Gas,Greenstar 8000 Life,N,,333986 PK,Condensing Combi Boiler,N,Direct replacement for the Worcester Bosch CDi Classic,"Easier installation, servicing and maintenance",Full colour text display and push button boiler control,Simple switch from CDi classic with same fixing points and connections,Greenstar Intelligent Filling System,Reduced lift weight compared to the CDi classic,Full wireless connectivity with the Bosch EasyControl,8 year guarantee,,,,,,,,"333828, 333986",14 L/min @ 40°C,8 years,47 kg,A,A,40 kW,365,94,Wall Hung,,,,,,,,,,,,,,,,
88,P111305,"Alpha E-TEC NX 28 kW boiler, flue and copper tube 6 mtr x 22 mm pack",Alpha,640.0,TBC,"Boilers/sub_categories/Boiler Packs/Boiler Packs.csv -> Alpha E-TEC NX 28 kW boiler, flue and copper tube 6 mtr x 22 mm pack",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/05/111305_wm.jpg,,,,,,,,,N,,111305 PK,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,P111306,"Alpha E-TEC NX 33 kW boiler, flue and copper tube 6 mtr x 22 mm pack",Alpha,668.0,TBC,"Boilers/sub_categories/Boiler Packs/Boiler Packs.csv -> Alpha E-TEC NX 33 kW boiler, flue and copper tube 6 mtr x 22 mm pack",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/06/111306_wm.jpg,,,,,,,,,N,,111306 PK,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,P333748,Worcester Bosch Greenstar CDi Highflow 550CDi boiler and horizontal flue,Worcester Bosch,2674.0,"Offering high heating and hot water output, the Worcester Bosch Greenstar CDi Highflow 550CDi NG combi, supplied with a horizontal flue, is ideal for installation in larger homes with two bathrooms. A robust floor standing boiler, the CDi Highflow is designed to sit beneath a standard kitchen countertop, making it easy to reach for installation, maintenance and control. Providing instant hot water in even the most demanding homes, this ErP A-rated boiler is highly efficient and reliable, with built-in frost protection to keep things running in even the worst weather.",Boilers/sub_categories/Boiler Packs/Boiler Packs.csv -> Worcester Bosch Greenstar CDi Highflow 550CDi boiler and horizontal flue,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/8_/pk/333748 PK_wm.jpg,,,,,,White/Gloss,Natural Gas,Greenstar CDi Highflow,N,A,333748 PK,Condensing Combi Boiler and Horizontal Flue Pack,N,Includes boiler and horizontal flue,Fits underneath a standard kitchen worktop,Frost protection for safe cellar or garage installation,Simple control knobs and temperature display,"Keep Hot facility for instantaneous, always available hot water",High hot water flow rate over 90L draw-off,DHW flow rate 25LPM,Compatible with a wide choice of controls,7 year warranty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
