,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Attachment 7,Connection Size,Diameter,Warranty,Hazardous,Energy Efficiency Class,Material,Mounting Type,Supplier Product Code,Type,WEEE Compliant,Capacity Litre,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Range,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Colour,Connection Type,Pressure,Voltage (V),Weight,Overheat Protection,Direct / Indirect,Insulation Type,Application,Feature 15,Grade,Pack Quantity,Feature 16
168,P148956,UK Cylinders Eilite Pre Plumbed cylinder individual twin zone wifi 200ltr,UK Cylinders,1165.81,"Manufactured in the UK to the highest possible level, the UK Cylinders Elite Cyl 200L twin zone unvented indirect Wi-Fi cylinder offers great performance and long lasting reliability. Supplying fast flowing water to all outlets in a home, this fully insulated tank offers fast reheat and low heat loss. The Elite Cyl is constructed in a robust duplex stainless steel while all internal components are constructed for longevity and efficiency.",Water Heating and Storage/Hot Water Cylinders/Unvented Cylinders/Unvented Cylinders.csv -> UK Cylinders Eilite Pre Plumbed cylinder individual twin zone wifi 200ltr,,,"https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/6-/18/148923-81, 151206-18_wm.jpg",,,,,,,,22 mm,545mm,25 Year,N,B,Stainless Steel,Vertical,ESPTW0200,Unvented Cylinders,N,200 l,High-grade Duplex stainless steel construction,Fully insulated with 50mm 100% CFC and HCFC free polyurethane to minimise heat loss,Lightweight construction,"High-quality, 100% recyclable silver casing",Supplied with high-quality unvented components,Supplied with a mechanical cylinder stat for easy electrical installation,Plumbing connection clearly identified with description embossed into cylinder case,22mm compression connections with nuts and olives,Highly efficient primary coil reduces reheat time,Eilite Pre Plumbed,Long-life 3kW Incoloy immersion heater,ErP B-rated,Supplied with all safety controls as required by UK Building Regulations,25 year cylinder warranty,2 year parts warranty,,,,,,,,,,,,,
169,P148955,UK Cylinders Eilite Pre Plumbed cylinder individual twin zone wifi 170ltr,UK Cylinders,1133.8,"Manufactured in the UK to the highest possible level, the UK Cylinders Elite Cyl 170L twin zone unvented indirect Wi-Fi cylinder offers great performance and long lasting reliability. Supplying fast flowing water to all outlets in a home, this fully insulated tank offers fast reheat and low heat loss. The Elite Cyl is constructed in a robust duplex stainless steel while all internal components are constructed for longevity and efficiency.",Water Heating and Storage/Hot Water Cylinders/Unvented Cylinders/Unvented Cylinders.csv -> UK Cylinders Eilite Pre Plumbed cylinder individual twin zone wifi 170ltr,,,"https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/6-/18/148923-81, 151206-18_wm.jpg",,,,,,,,22 mm,545mm,25 Year,N,B,Stainless Steel,Vertical,ESPTW0170,Unvented Cylinders,N,170 l,High-grade Duplex stainless steel construction,Fully insulated with 50mm 100% CFC and HCFC free polyurethane to minimise heat loss,Lightweight construction,"High-quality, 100% recyclable silver casing",Supplied with high-quality unvented components,Supplied with a mechanical cylinder stat for easy electrical installation,Plumbing connection clearly identified with description embossed into cylinder case,22mm compression connections with nuts and olives,Highly efficient primary coil reduces reheat time,Eilite Pre Plumbed,Long-life 3kW Incoloy immersion heater,ErP B-rated,Supplied with all safety controls as required by UK Building Regulations,25 year cylinder warranty,2 year parts warranty,,,,,,,,,,,,,
170,P128722,Gledhill StainlessLite Plus unvented heat pump cylinder 210ltr Stainless Steel,Gledhill,1208.3,"Delivering mains pressure hot water convenience the 210L Gledhill StainlessLite Plus indirect cylinder has been built using high quality duplex stainless steel for robust longevity. Insulated in HCFC-free foam insulation  with zero ODP and low GWP plus Section G3 compliance, this building regs-friendly cylinder is ideal for new builds and refits, promising safe operation and good efficiency without compromising on performance. Built with height-restricted spaces in mind, the horizontal StainlessLite Plus makes installation simple, even in the most awkward spots.",Water Heating and Storage/Hot Water Cylinders/Unvented Cylinders/Unvented Cylinders.csv -> Gledhill StainlessLite Plus unvented heat pump cylinder 210ltr Stainless Steel,,Cylinder;Cold water inlet PRV combination valve/expansion relief;Lift up pressure ;temperature relief valve;Control thermostat;Energy cut-out thermostat;Tundish;3kW Immersion heater including control ;cut out thermostats;Drain elbow ;90° elbow;Expansion,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/87/22/128722_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Gledhill_StainlessLite_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,P178146,Prolite Heatpump Unvented 250 ltr Pk,Prolite,1085.0,"Offering high levels of performance, this UK Cylinders Prolite 250L capacity heat pump indirect cylinder incorporates a full bore coil for high flow and high gain. Made of tough duplex stainless steel, it is lagged using environmentally friendly 50mm insulation to help minimise heat loss.",Water Heating and Storage/Hot Water Cylinders/Unvented Cylinders/Unvented Cylinders.csv -> Prolite Heatpump Unvented 250 ltr Pk,,Heat Pump cylinder;unvented components to comply with G3 regulations,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/3_/27/175023_27_wm.jpg,,,,,,,,,545mm,Cylinder has a 25 year warranty against manufacturing defect and 2 years with supplied components.,N,,Duplex Stainless Steel,,178146 PK,,N,250 l,For domestic use,Duplex stainless steel construction,Silver colour,22mm compression fittings,Includes 50mm CFC and HCFC-free insulation,25 year warranty against manufacturing defects,2 year warranty on supplied components,,,,,,,,,Silver,22mm compression fittings,6 bar,230,53 kg,Yes,Indirect,50mm CFC and HCFC free insulation,Domestic,,,,
172,P178147,Prolite Heatpump Unvented 300 ltr Pk,Prolite,1130.0,"Offering high levels of performance, this UK Cylinders Prolite 300L capacity heat pump indirect cylinder incorporates a full bore coil for high flow and high gain. Made of tough duplex stainless steel, it is lagged using environmentally friendly 50mm insulation to help minimise heat loss.",Water Heating and Storage/Hot Water Cylinders/Unvented Cylinders/Unvented Cylinders.csv -> Prolite Heatpump Unvented 300 ltr Pk,,Heat Pump cylinder;unvented components to comply with G3 regulations,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/3_/27/175023_27_wm.jpg,,,,,,,,,545mm,Cylinder has a 25 year warranty against manufacturing defect and 2 years with supplied components.,N,,Duplex Stainless Steel,,178147 PK,,N,300 l,For domestic use,Duplex stainless steel construction,Silver colour,22mm compression fittings,Includes 50mm CFC and HCFC-free insulation,25 year warranty against manufacturing defects,2 year warranty on supplied components,,,,,,,,,Silver,22mm compression fittings,5 bar,230,57kg,Yes,Indirect,50mm CFC and HCFC free insulation,Domestic,,,,
173,P113883,UK Cylinders Elite Cyl direct slimline unvented cylinder 60ltr,UK Cylinders,413.86,"Offering the excellent performance you'd expect from Elite Cyl units but in a compact package, the UK Cylinders Elite Cyl 60L slimline unvented direct cylinder is just 475mm in diameter. Ideal for installation in homes with limited space, this smart cylinder will fit into a narrow cupboard and slips easily through doors and down narrow hallways for hassle-free handling where access is a challenge. Fitted with high quality components, Elite Cyl is manufactured in robust duplex stainless steel with thick eco-friendly lagging for reduced heat loss and a long working life.",Water Heating and Storage/Hot Water Cylinders/Unvented Cylinders/Unvented Cylinders.csv -> UK Cylinders Elite Cyl direct slimline unvented cylinder 60ltr,,Cylinder;Casing;Mechanical cylinder stat;Immersion heater;Nuts;Olives,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/38/88/NW-113883_113888_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/UK_Cylinders_Elite_Unvented_P_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,P128776,Gledhill Stainless Pro D300 direct cylinder 300ltr,Gledhill,686.89,"Supplying mains pressure hot water, the 287L capacity Gledhill Stainless Pro D300 direct unvented hot water storage cylinder comes with full NSF WRC independent approvals and G3 package. Designed with SAP in mind, the Stainless Pro boasts extremely high levels of efficiency thanks to effective lagging and a specialist corrugated coil for improved re-heat performance. Built using robust duplex stainless steel, this tough, reliable cylinder is designed for longevity.",Water Heating and Storage/Hot Water Cylinders/Unvented Cylinders/Unvented Cylinders.csv -> Gledhill Stainless Pro D300 direct cylinder 300ltr,,Unvented hot water storage cylinder;Cold water inlet PRV combination valve/expansion relief;Pressure ;temperature relief valve;Control thermostat;Energy cut-out thermostat;Tundish;Drain valve;3kW Immersion heater including control ;cut out thermostats;Ex,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/87/76/128770_128776_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Gledhill_Stainless Pro_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/128770_128776_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Gledhill_Stainless Pro_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,P174866,UK Cylinders Elite Air indirect unvented cylinder 250ltr,UK Cylinders,936.12,"Elite AIR cylinders are built using high grade Duplex stainless steel and designed to provide fast flowing hot water to single or multiple outlets. Elite Air cylinders are manufactured to the highest standards and supplied with innovative components to ensure quick recovery, low heat loss and economic use of energy.",Water Heating and Storage/Hot Water Cylinders/Unvented Cylinders/Unvented Cylinders.csv -> UK Cylinders Elite Air indirect unvented cylinder 250ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/48/67/NW-174862_174867_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/UK_Cylinders_Elite_Unvented_P_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,P170640,Bosch Green Storage WB green storage solar cylinder 300ltr & G3 kit,Bosch,1238.55,"Easy to install and maintain, the 300L Bosch Green Storage WB unvented solar cylinder is supplied with a factory-fitted G3 temperature and pressure relief valve. Compatible with the Bosch system diverter valve kit, this unvented cylinder is an affordable yet quality choice for any home. Every cylinder in the WB range offers excellent water retention and heats up quickly for reliable delivery of hot water without long, frustrating waits.",Water Heating and Storage/Hot Water Cylinders/Unvented Cylinders/Unvented Cylinders.csv -> Bosch Green Storage WB green storage solar cylinder 300ltr & G3 kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/40/NW-170637_170640_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Bosch_Green_Storage_WB_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/170640_ErP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Bosch_Green_Storage_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,P168301,Range Tribune HE TI120 unvented indirect cylinder ErP Stainless Steel,Range,1019.14,"Reliable, functional and cost-effective, the pre-plumbed Kingspan Range Tribune HE 120L indirect unvented hot water cylinder has been manufactured using high grade engineering materials for corrosion resistance you can rely on. A coil-in-coil heat exchanger and backup 3kW immersion heater ensures fast, high pressure hot water from multiple outlets, ideal for busy homes where water is in demand, while the option to install with gas, oil or electric boilers makes the Range Tribune HE the go-to cylinder for a whole range of installation jobs.",Water Heating and Storage/Hot Water Cylinders/Unvented Cylinders/Unvented Cylinders.csv -> Range Tribune HE TI120 unvented indirect cylinder ErP Stainless Steel,,Cylinder;Installation ;maintenance instructions;Inlet control set with balanced cold;Temperature ;pressure relief valve;Acetal tundish;External expansion vessel - DHW,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/83/01/168301_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/168301_ErP.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,P175905,ThermaQ Evocyl high efficiency indirect efficiency direct universal cylinder 250ltr,ThermaQ,908.67,"Designed for reliability and long life, the 250L ThermQ Evocyl indirect cylinder has been built using corrosion-resistant duplex stainless steel and high quality internal components manufactured to the highest standards for fast hot water delivery to multiple outlets. The Evocyl is full insulated with thick CFC-free lagging and contains an extremely efficient primary coil to ensure excellent heat retention and fast recovery while minimising waste.",Water Heating and Storage/Hot Water Cylinders/Unvented Cylinders/Unvented Cylinders.csv -> ThermaQ Evocyl high efficiency indirect efficiency direct universal cylinder 250ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/59/06/175900_175906_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_h/&s/ThermaQ_OHS-MS Policy 4.2_H&S.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/ThermaQ_Evocyl July 15_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_h/_s/ThermaQ_OHS-MS_Policy_4-2_H_S.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/ThermaQ_Evocyl_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/ThermaQ_evocylmanual_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/ThermaQ_Cylinder_Product_Guide_2019.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/ThermaQ_Evocyl_Brochure_2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,P422791,Grant Quick Recovery single coil slimline cylinder 210ltr,Grant,1630.0,"Offering fast heat up and reduced standing heat losses, the Grant Quick Recovery 210L slimline single coil cylinder is the brand's most efficient yet. An adaptable design for ease of installation, this vertical cylinder is part of a comprehensive range offering a wide variety of capacities, coil types and sizes, all chosen to make specification and siting simple. Requiring no anode and supplied with an unvented kit, the stainless steel QR water cylinder is fitted with a pressure relief valve for safe operation.",Water Heating and Storage/Hot Water Cylinders/Unvented Cylinders/Unvented Cylinders.csv -> Grant Quick Recovery single coil slimline cylinder 210ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/27/91/422791_wm.jpg,,,,,,,,22 mm,478mm,2 years,N,C,Duplex Stainless Steel,Floor Standing,QRSC210SL,Unvented Cylinder,N,210 l,"Suitable for installation with oil boilers, air source heat pumps and solar thermal systems",High quality duplex stainless steel shell,Large stainless steel internal coils,Finished with organic Estectic Tex paint,With factory-fitted 3kW immersion heater,Highly efficient large internal coils,Insulation for low standing heat losses,Global Warming Potential (GWP) of 3.1,Ozone Depletion Potential (ODP) of 1,Quick Recovery,2 year warranty,,,,,,,,,,,,,,,,,
180,P178069,Heatrae Sadia Megaflo Eco indirect unvented cylinder pack 200ltr,Heatrae Sadia,1329.99,"A compact version of the Megaflo Eco, the Heatrae Sadia Megaflo Eco Slimline 200L unvented indirect cylinder is designed to suit those homes where space is at a premium and a standard cylinder just won't fit. Tall and slim, the Slimline can store just as much hot water as an equivalent capacity cylinder for the hot water performance every home deserves. With no need for an expansion vessel, this vertical cylinder makes installation into tight spaces easy, ensuring a neat finish.",Water Heating and Storage/Hot Water Cylinders/Unvented Cylinders/Unvented Cylinders.csv -> Heatrae Sadia Megaflo Eco indirect unvented cylinder pack 200ltr,,Cylinder;Immersion heaters ;thermal controls;Cold water inlet;Pressure reducing valve;Pressure relief valve;1/4 turn isolating valve;Line strainer;Non-return valve;Drain valve;T&P valve;Tundish;Thermostat;Thermal cut out;Wiring centre;2 port motorised va,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/69/NW-178060_178069_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/HS_MegafloEco_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ni/ng/HS_Safety_Warning.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/HS_MegafloEco_Slimline_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/178069_ErP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/HS_MegafloEco_Slimline_Indirect_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
