,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Pack Quantity,Voltage (V),Hazardous,Setting Range,Dimensions mm (H x W x D),Supplier Product Code,Type,WEEE Compliant,Application,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Attachment 2,Switch Type,Operating Temperature Range (C),Range,Attachment 3,Attachment 4,Attachment 5,Connection,Connection Size,Connection Type,Material,Thread Size,Working Pressure,Maximum Operating Temperature,Number of Ports,Operator Type,Seal Material,Size,Colour,Attachment 6,Connection Gender,Standards,Feature 11,Operating Temperature,Attachment Type,Pipe Diameter,Pressure Rating,Attachment 7,Material Type,Min Outlet Pressure,Max Outlet Pressure,Feature 12,Feature 13,Feature 14,Feature 15
107,P246434,Danfoss RA-DV 15 UK valve,Danfoss,65.25,"Made of brass with nickel plating, this Danfoss Dynamic Valve RA-DV radiator valve is suitable for use in a two-pipe heating system and offers compatibility with any thermostatic sensor with Danfoss RA coupling. Featuring a flow limiting device, the RA-DV allows for the pre-setting of maximum water flow and is also available with a maximum water flow of 10 to 135L/h. This radiator valve has a built-in pressure regulator which keeps it to a constant 0.1 bar of differential pressure, ensuring the set flow is maintained. It is supplied with a protective cap for manual regulation during construction.",Heating/Central Heating Controls/Commercial Heating Control Valves/Commercial Heating Control Valves.csv -> Danfoss RA-DV 15 UK valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/64/34/NW-246434_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/to/ry/Danfoss_Dynamic_Valve_FT_Case_Story.pdf,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/vi/ew/Danfoss_R_Thermostats_Prdt_Overview.pdf,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_Dynamic_Valve_Owner_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Danfoss_RA-DV_Radiator_Valve_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Danfoss_Dynamic_Valve_Designer_Brcr.pdf,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Danfoss_Dynamic_Valve_RADV_App_Guide.pdf,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/to/ry/Danfoss_Dynamic_Valve_Case_Story.pdf,,,,,,,
108,P301512,Watts Industries Powerseat Eco flanged powerseat valve 100mm 230v,Watts Industries,1966.01,"Offering extremely high flow rates, this electro-hydraulically operated Watts Industries Black Teknigas Powerseat Eco family gas safety shut-off valve is supplied with 100mm connections, removable strainer and a range of switching options. Providing on-off general and safety control of low pressure combustible gases, air and oil, this shut-off valve is suitable for use with 1st (town gas), 2nd (natural gas) and 3rd (LPG) families and offers compatibility with oil with a viscosity of up to 200 seconds Redwood.",Heating/Central Heating Controls/Commercial Heating Control Valves/Commercial Heating Control Valves.csv -> Watts Industries Powerseat Eco flanged powerseat valve 100mm 230v,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/12/NW-301510_301512_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/WI_Black_Teknigas_Powerseat_Brchr.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,P301749,"Watts Industries Black Teknigas gas solenoid valve 1.5"" 230v",Watts Industries,469.99,"This Watts Industries Black Teknigas series 2000 solenoid operated safety shut-off valve with 1 1/2"" connection is primarily used in the on/off control of low pressure 1st (town gas), 2nd (natural gas) and 3rd (LPG) family gases, but is also suitable as a control valve for automatic burners and for low pressure air applications.","Heating/Central Heating Controls/Commercial Heating Control Valves/Commercial Heating Control Valves.csv -> Watts Industries Black Teknigas gas solenoid valve 1.5"" 230v",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/17/49/NW-301749_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Black_Teknigas_Series_2000_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PK22108,Hattersley FIG. 33X gate valve (BSP) PN20 50mm Bronze,Hattersley,558.54,"This Hattersley 33X gate valve includes 2"" BSP tapered female connections.  A gate valve, also known as a sluice valve, opens by lifting a barrier out of the path of a fluid. Gate valves normally require minimal space along the pipe axis and offer minimal flow restriction when fully open. A multiturn valve, operation of a gate valve is carried out via a threaded stem, turning multiple times to change position. Hattersley valves offer a straight through design providing reduced resistance to flow while keeping pressure drop to a minimum. Gate valves are not recommended for throttling and subsequent damage due to erosion may prevent the valve providing an effective shut-off.",Heating/Central Heating Controls/Commercial Heating Control Valves/Commercial Heating Control Valves.csv -> Hattersley FIG. 33X gate valve (BSP) PN20 50mm Bronze,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/08/NW-K22103_K22108_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Hattersley_33XATXSL_WRAS_Certificate.pdf,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Hattersley_Fig_33X_33XLS_Technical.pdf,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Hattersley_Fig_33XXLS_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Hattersley_33_X_XLS_Kite_Certificate.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PK22833,Hattersley Automatic Air Vent 775 automatic air vent (BSP) 15mm Brass,Hattersley,128.34,"Supplied with 15mm BSP parallel connections and shut-off valve base, the Hattersley Fig 775 automatic air vent safely releases potentially dangerous air from a system. The handy addition of a shut-off valve base means that the brass automatic air vent can be taken off without a complete system drain-down, allowing for easier maintenance.",Heating/Central Heating Controls/Commercial Heating Control Valves/Commercial Heating Control Valves.csv -> Hattersley Automatic Air Vent 775 automatic air vent (BSP) 15mm Brass,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/28/33/NW-K22833_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Hattersley_Fig775_776_Air_Vent_Tech.pdf,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/er/ti/Hattersley_Fig_775_776_WRAS_Certi.pdf,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/in/st/Hattersley_Fig_775_776_Air_Vent_Inst.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,P894211,Reliance Valves anti-legionella valve 3/4'',Reliance Valves,94.59,"The Reliance Valves 3/4"" anti-Legionella valve maintains circulation, reducing the risk of the build-up of bacteria, including Legionella, in stored cold water. Converting a single connection expansion vessel into a flow through-type unit by diverting some of the flow into the vessel, this valve ensures the constant renewal of water, reducing the likelihood of stagnation. The complete range of Reliance Valves anti-Legionella valves covers a wide range of applications, from point-of-use heater expansion vessels to plant room storage tanks.",Heating/Central Heating Controls/Commercial Heating Control Valves/Commercial Heating Control Valves.csv -> Reliance Valves anti-legionella valve 3/4'',,"1 Piece Valve, Instructions & Fibre Washer",https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/42/11/894211_wm.jpg,,,,N,,,ANTI110002,Anti-Legionella,N,,Maintains circulation through expansion vessel,Integrated ball valve and drain valve for easy servicing and maintenance,"For use on any standard vessel with 1/2"", 3/4"", 1"" or 1 1/4"" connection",Suitable for cold water use only,Compatible with copper pipe only,ANTI110003 and ANTI110004 include locking function,,,,,,,,,,,,,,Female on Swivel Union supplied with fibre washer,DZR Brass,3/4,,,2,Automatic with manual isolation & drain off,Fibre washer,3/4,,,,,,,,,,,,,,,,,
113,P171872,"Reliance Valves Compact pressure reducing valve 1/2""",Reliance Valves,50.0,"Suitable for domestic use, the Reliance Valves 312 1/2"" compact pressure reducing valve controls pressure in flow and no-flow conditions. Adjustable between 1.5 to 6 bar up to 45°C, valves in this range are designed for efficiency, with all working components contained in a single cartridge for a reduced overall size. Compact Series PRVs feature two downstream test points at their base.","Heating/Central Heating Controls/Commercial Heating Control Valves/Commercial Heating Control Valves.csv -> Reliance Valves Compact pressure reducing valve 1/2""",,PRV,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/18/72/171872_wm.jpg,,,,N,,,PRED312020,Pressure Reducing Valve,N,,Single-piece replaceable cartridge contains all working parts,Fully serviceable integral strainer protects seat,Gauge ports located on either side of valve base,For cold water use only,DZR brass construction,WRAS approved,,,,,,,,,,,,,1/2,FBSP,DZR Brass,,,,,,,1/2 FBSP,,,Female,WRAS,,,,,,,DZR,1.5,16,,,,
114,P110291,RELIANCE LEAK DETECTOR 3/4,Reliance Valves,758.06,"Offering leak detection alongside intelligent water management, the Reliance Valves MultiSafe 3/4"" BSP leak detector control valve constantly measures water flow rate, pressure, temperature and hardness. Automatically shutting off a water supply when unusually high usage is detected or if water runs for a long period of time, this intelligent valve also sends a text or email alert to the user, allowing them to take action immediately to repair an issue. The MultiSafe leak detector carries out microleak testing at regular intervals, ensuring that even the smallest leak is caught.",Heating/Central Heating Controls/Commercial Heating Control Valves/Commercial Heating Control Valves.csv -> RELIANCE LEAK DETECTOR 3/4,,1,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/02/91/110291_wm.jpg,,,,N,,,LEKP100001,N/A,N,,Constantly monitors water usage to safeguard plumbing and heating systems and identify potential system failures and leaks,Automatically closes isolation valve and sends an alert when a leak is detected,Regular microleakage monitoring function,System profile built over seven days using the self-learning mode,"Settings can be adjusted to suit individual requirements, including holiday mode",Includes temperature monitoring for frost protection and a water hardness monitor,"Monitor, control and change settings via a free user-friendly app",Suitable for cold water use only,Compatible with copper pipe,,,,,MultiSafe,,,,,,BSP,N/A,3/4,,,,n/a,n/a,n/a,White/Blue,,,,,,,,,,,,,,,,
115,P804677,"Reliance 1"" tenant valve compact",Reliance,411.42,"The Reliance 1"" Tenant Valve Compact is a single-piece combination valve for the control and monitoring of the water supply to multi-unit sites. It comprises a DZR brass ball-type isolating valve, a pressure reducing valve (PRV), double check valve, dual reading pressure gauge and a Class D water connection point. A one-piece cartridge design suppports quick, easy installation and maintenance while also reducing the risk of leaks.","Heating/Central Heating Controls/Commercial Heating Control Valves/Commercial Heating Control Valves.csv -> Reliance 1"" tenant valve compact",,Valve with Insulation jacket,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/46/77/804677_wm.jpg,,,,N,,,TVAP250055,Combination Valve,N,,"With connection point for class D water meter, suitable for use as primary charging meter",Composite ball reduces scale adhesion,Single-piece body design eliminates unnecessary leak points,Suitable for up to 16 bar pressure,For temperatures up to 80°C,Adjustable between 1.5 and 6 bar,Supplied with moulded insulation protection box with identity labels,Easy to service integral strainer within PRV for safety and system protection,,,,,,,,,,,,FBSP,DZR Brass,1,,,2,,None required,1,DZR Brass,,,,,,,,,,,,,,,,
116,P804676,"Reliance 3/4"" tenant valve compact",Reliance,401.07,"The Reliance 3/4"" Tenant Valve Compact is a single-piece combination valve for the control and monitoring of the water supply to multi-unit sites. It comprises a DZR brass ball-type isolating valve, a pressure reducing valve (PRV), double check valve, dual reading pressure gauge and a Class D water connection point. A one-piece cartridge design suppports quick, easy installation and maintenance while also reducing the risk of leaks.","Heating/Central Heating Controls/Commercial Heating Control Valves/Commercial Heating Control Valves.csv -> Reliance 3/4"" tenant valve compact",,Valve with Insulation jacket,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/46/76/804676_wm.jpg,,,,N,,,TVAP250050,Combination Valve,N,,"With connection point for class D water meter, suitable for use as primary charging meter",Composite ball reduces scale adhesion,Single-piece body design eliminates unnecessary leak points,Suitable for up to 16 bar pressure,For temperatures up to 80°C,Adjustable between 1.5 and 6 bar,Supplied with moulded insulation protection box with identity labels,Easy to service integral strainer within PRV for safety and system protection,,,,,,,,,,,,FBSP,DZR Brass,3/4,,,2,,None required,3/4,DZR Brass,,,,,,,,,,,,,,,,
117,PP69948,MAINS STOP VLV FI X FI C/W DRN PORT 2IN,Plasson,172.84,"This Plasson manually operated cold water shut off valve with 2"" female x female BSP connections is suitable for 20 - 63mm water pipes.",Heating/Central Heating Controls/Commercial Heating Control Valves/Commercial Heating Control Valves.csv -> MAINS STOP VLV FI X FI C/W DRN PORT 2IN,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/99/48/NW-P69948_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Plasson_3703_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PK00423,Kemper ETA therm auto balancing valve 15 female,Kemper,116.9,"The Kemper ETA-Therm thermostatic balancing valve hydraulically balances very short circulation circuits and hot water return systems (PWH-C). Supporting thermal disinfection, this valve incorporates DZR and corrosion-resistant wetted metal parts manufactured in gunmetal.",Heating/Central Heating Controls/Commercial Heating Control Valves/Commercial Heating Control Valves.csv -> Kemper ETA therm auto balancing valve 15 female,,Thermal Balanc Valve,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/04/23/K00423_wm.jpg,,,,N,,,131 00 015,Valve,N,,For very short circulation circuits from kv-min  0.05,For hot water return systems (PWH-C),Supports thermal disinfection,Wetted metal parts made from dezincification-free and corrosion-resistant gunmetal,Resistant to aggressive water,PTFE seat gasket,Maintenance-free EPDM spindle seal,Female pipe thread,Handle grip with purple identification plate,Free from dead spots,,,,,,,,,,LPS pipe fitting,Gun Metal,DN15,,,0,Automatic,PTFE,DN15,GunMetal,,,,"With isolating, balancing and pre-setting function",,,,,,,,,,,,
119,P305854,Siemens 4-port valve 15mm CV=63,Siemens,34.73,"This Siemens three port seat valve with bypass and 15mm male threaded connections is designed for the control of terminal units, chilled ceilings or heating zones.",Heating/Central Heating Controls/Commercial Heating Control Valves/Commercial Heating Control Valves.csv -> Siemens 4-port valve 15mm CV=63,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/58/54/NW-305854_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/n_/tr/Siemens_VVGVXGVVIVXIVXPVVPVMP_EN_TR.pdf,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/cl/rn/Siemens_VV_VX_VMP47_EnvironDeclrn.pdf,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Siemens_VVP47_VXP47_VMP47_S_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Siemens_VVP47_VXP47_VMP47_S_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PK00539,Kemper multi therm auto balancing valve 15,Kemper,147.47,"The Kemper Multi-Therm thermostatic balancing valve hydraulically balances riser and distribution pipes. It is also suitable for the balancing of hot water return systems (PWH-C).Supporting thermal disinfection, this valve is resistant to aggressive water and resists corrosion for a longer useable life.",Heating/Central Heating Controls/Commercial Heating Control Valves/Commercial Heating Control Valves.csv -> Kemper multi therm auto balancing valve 15,,Thermal Balanc Valve,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/05/39/K00539_wm.jpg,,,,N,,,141 0G 015,Valve,N,,Wetted metal parts made from dezincification-free and corrosion-resistant gunmetal,Isolating unit with temperature sensor pocket,PTFE seat gasket,Female pipe thread with plugged drain port,Free from dead spots,"With isolating, balancing and pre-setting functions",,,,,,,,,,,,,,LPS pipe fitting,Gun Metal,DN15 - DN25,,,0,Automatic,PTFE,DN15 - DN25,GunMetal,,,,,,,,,,,,,,,,
121,PK72852,Keraflo Aylesbury float valve (high flow) 40mm,Keraflo,629.0,"This Keraflo Aylesbury KAX-type mechanical float valve with 40mm connection is designed especially for use in commercial water systems, providing accurate and efficient control over the level of stored cold water in tanks with raised float valve chambers. This precision engineered patented float valve is built to last, operating for long periods of time without maintenance and the valve's adjustable weighted float allows a tank's stored water level to be modified with ease.",Heating/Central Heating Controls/Commercial Heating Control Valves/Commercial Heating Control Valves.csv -> Keraflo Aylesbury float valve (high flow) 40mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/28/53/NW-K72852_K72853_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Keraflo_Spares_Kit_Quick_Ref_Guide.pdf,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Keraflo_Specification_Catalogue.pdf,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/fl/et/Keraflo_Aylesbury_ValveSales_Leaflet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Keraflo_Specification_Wording_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Keraflo_Product_Range_Guide.pdf,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Keraflo_Aylesbury_KAX_Valve_Install.pdf,,,,,,,,,,,,,,,
122,PK00491,Kemper KHS klush valve assembly W/flow meter 15,Kemper,1800.05,The Kemper KHS flush valve assembly with flow meter is a complete flush point for the automatic triggering of water change. It enables turbulent water exchange in drinking water pipes of up to DN100 with double turbulent action up to DN65. The KHS is BMS compatible and features a Weser stop valve for maintenance cut-off and a Control Plus flow and temperature sensor.,Heating/Central Heating Controls/Commercial Heating Control Valves/Commercial Heating Control Valves.csv -> Kemper KHS klush valve assembly W/flow meter 15,,Compact Flushing line,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/04/91/K00491_wm.jpg,,,,N,,,684 05 015,Valve set,N,,Stop valve as maintenance cut-off,Control Plus flow and temperature sensor,4–20 mA including cable,M12x1 quarter-turn stop valve with 24-V spring return actuator,With electroless reset flow limiter,"4,10 and 20 LPM for pressure independent flow",Limitation-free drain with overflow sensor,Wetted metal parts made of stainless steel and gunmetal,Easy maintenance,Connects to building management system (BMS),,,,,,,,,,LPS pipe fitting,Various,DN15,,,0,Automatic,PTFE,DN15,GunMetal,,,,Free from dead spots,,,,,,,,,For vertical installation,With built-in float switch,Open position indicator,Drainage device in accordance with DIN EN 1717
123,P531296,Inta vent auto air eliminator deaerator 22mm,Inta,197.02,"The inline Inta Vent 22mm auto air eliminator deaerator is designed to solve the issue of trapped air in sealed systems. It operates by generating a vortex when fluid enters the unit's base through a coil of stainless steel mesh, on which microbubbles form. These bubbles then combine and rise to the top of the filter where they can be removed via the air vent. Resistant to corrosion and component wear, this automatic air eliminator is designed for long lasting reliability.",Heating/Central Heating Controls/Commercial Heating Control Valves/Commercial Heating Control Valves.csv -> Inta vent auto air eliminator deaerator 22mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/12/96/531296_wm.jpg,,,,N,,,IV22,Deaerator,N,,Solid brass construction,Automatically removes trapped air,Maximum discharge pressure 10 bar,Reduces wear on system components,Decreases corrosion,Reduces radiator cold spots,Eliminates noisy pipe work,Maintains optimum system conditions,Increases fuel efficiency,"Quick, simple, 360° installation",,,,,,,,,,,Brass,,,,,,,,,,,,,,,,,,,,,,,,
124,P222434,Honeywell Home Evohome hw home evohome wifi connected stat pk,Honeywell Home,189.0,"A smart solution to zonal heating, the Honeywell Home EvoHome Wi-Fi connected thermostat is a sophisticated system that gives you the power to create twelve separate heating zones, each individually controlled. Suitable for domestic properties, with the ability to zone even the most straightforward layouts, this cutting-edge thermostat can also control your hot water.",Heating/Central Heating Controls/Commercial Heating Control Valves/Commercial Heating Control Valves.csv -> Honeywell Home Evohome hw home evohome wifi connected stat pk,,ATC928G3000 evohome Wi-Fi connected controller;White fascia;ATF800 table top stand;Plug in power supply;BDR91 wireless relay box;evohome installation ;user guide,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/22/300022_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Honeywell_Heating_Controls_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
