,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Colour,Flow Rate,Min System Pressure Cold (Bar),Operating Temperature,Projection Depth,Range,Style,Warranty,Hazardous,Depth (mm),Pressure (Low / Med / High),Tank,Mains,Cartridge,Spout Type,Fitting / Mounting Type,Handle Type,Material,Number of Tap Holes,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Voltage (V),Watts,Weight,Easy Maintenance,Inlets,Clog Resistance,Noise Level,Application,Thickness,Waste Supplied,Bowl Type,Tap Orientation,Drainer Type,Bowl Shape,Main Bowl Size,Second Bowl Size,Main Bowl Size (mm),Minimum Base Unit Size (mm),Waste Kit Included,Pressure,Material Type,Tap Holes
60,PD77208,Bristan Liquorice sink mixer tap with pull out spray,Bristan,269.21,"Boldly designed, the Bristan Liquorice sink mixer includes a convenient pull-out spray designed for rinsing dishes and filling pots. This handy deck-mounted kitchen tap is made of brass with a chrome finish and can be used in any plumbing system.",Bathrooms and Kitchens/Kitchen/Kitchen.csv -> Bristan Liquorice sink mixer tap with pull out spray,,Sink mixer;Flexible tails,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/08/NW-D77208_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/D77208_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D77208_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/es/D77208_Spares.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Bristan_TapsShowersAccers_Brchr_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PG62526,Nabis reversible inset sink 1.5 bowl with one tap hole 950 x 508mm Stainless Steel,Nabis,89.94,"A very practical choice for a busy family kitchen, this Nabis inset sink is made of high grade 18/10 stainless steel with seamless soldering and a rigid frame construction, ensuring that it will resist bending and deformation, even when under pressure. This smart sink with sleek satin finish incorporates a 340mm bowl along with a handy half bowl, a reversible drainer and a single tap hole for a mixer tap.",Bathrooms and Kitchens/Kitchen/Kitchen.csv -> Nabis reversible inset sink 1.5 bowl with one tap hole 950 x 508mm Stainless Steel,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/25/26/NW-G62526_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_SS_Inset_Sink_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PD80829,Bristan Seltz monoblock sink mixer tap Chrome,Bristan,71.07,"Finished in shiny, robust chrome, the Bristan Seltz monoblock sink mixer tap has a tall 70mm swan neck design that will complement any modern kitchen. A flat lever handle and ceramic cartridge make this contemporary tap easy to control.",Bathrooms and Kitchens/Kitchen/Kitchen.csv -> Bristan Seltz monoblock sink mixer tap Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/29/D80829_wm.jpg,,,,,,,Chrome,18.2,0.2,60,167,Seltz,Contemporary,5,N,321,Low,No,No,Yes,High Arc,Deck,Lever,Brass,1,SE SNK C,Single Lever Mono Sink Mixer,N,High arc spout,"Tough, long lasting chrome finish",Long life ceramic cartridge for durability and ease of use,Includes flexible tails and fixing kit,Suitable for high and low pressure water systems,5 year warranty,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PG80648,Insink Erator M Series 66 waste disposal with air switch,Insink Erator,361.15,"Helping to make after-dinner clean up easier, the InSinkErator M Series Model 66 food waste disposal unit is designed for installation in large households producing a significant volume of food waste. This powerful disposal unit works at the touch of a button, grinding food waste, including bread crusts, vegetable peelings and even small bones into miniscule particles that can be flushed away with water, helping to minimise unpleasant lingering smells and doing away with the need for a food scraps bin.",Bathrooms and Kitchens/Kitchen/Kitchen.csv -> Insink Erator M Series 66 waste disposal with air switch,,"Waste disposer ;fittings, air button ;bellows, waste elbow,  wrenchette, chrome sink stopper",https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/vi/ew/Model 66 hi res front view_wm.jpg,,,,,,,,,,N/A,,M Series,,4 Years,N,185,,,,,,,,,,77971H,Waste Disposal,N,1 stage stainless steel grinding system,Quiet sound reduction technology,75 hp,Built-in air switch,One piece stainless steel stopper,Large capacity (980ml) grinding chamber,Removable easy-clean sound baffle,Made in USA,4 year parts and labour warranty,,,220 - 240,405,8.70000,Yes,1,No,No data,Domestic,,,,,,,,,,,,,,
64,PG66572,Leisure Sinks Contract  LC106R 1000X600 right hand roll top front sink 1000 x 600mm Stainless Steel,Leisure Sinks,177.17,"Designed with seamless soldering and a rigid frame construction, this tough Leisure Sinks Contract rectangular inset sink is resistant to bending and flexing, even when put under pressure. Made of robust 18/10 stainless steel with a polished finish, this right hand roll-top front sink has a 400 x 420 x 160mm bowl and ready-drilled tap holes.",Bathrooms and Kitchens/Kitchen/Kitchen.csv -> Leisure Sinks Contract  LC106R 1000X600 right hand roll top front sink 1000 x 600mm Stainless Steel,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/72/NW-G66572_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/12/Leisure_Sinks_Sink-Tap_Brochure_2012.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Leisure_Sinks_Contract_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/la/te/Leisure_Sinks_Aqualine_Sink_Template.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PG69980,Carron Phoenix Maui 1.0 bowl right hand drainer 900mm Stainless Steel,Carron Phoenix,294.5,"Ideal for modern kitchen designs, the Carron Phoenix Maui rectangular inset kitchen sink combines hardwearing practicality with attractive organic lines. Made of tough stainless steel with a glossy polished finish, the Maui combines a good-sized 400 x 370 x 200mm sink with a right hand drainer. It is supplied pre-drilled with a single tap hole ready for a mixer tap.",Bathrooms and Kitchens/Kitchen/Kitchen.csv -> Carron Phoenix Maui 1.0 bowl right hand drainer 900mm Stainless Steel,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/99/80/NW-G69980_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/G69980_Datasheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Carron_Phoenix_Maui_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PG66555,CONTRACT LC106L 1000X600 LH SQ/FRONT  SS,Leisure Sinks,148.9,"Designed with seamless soldering and a rigid frame construction, this tough Leisure Sinks Contract rectangular inset sink is resistant to bending and flexing, even when put under pressure. Made of robust 18/10 stainless steel with a polished finish, this left hand square front sink has a 400 x 420 x 160mm bowl and ready-drilled tap holes.",Bathrooms and Kitchens/Kitchen/Kitchen.csv -> CONTRACT LC106L 1000X600 LH SQ/FRONT  SS,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/55/NW-G66555_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/12/Leisure_Sinks_Sink-Tap_Brochure_2012.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Leisure_Sinks_Contract_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/la/te/Leisure_Sinks_Aqualine_Sink_Template.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PB79018,Shaws Of Darwen Cleaner cleaners sink 510 x 380 x 230 x 380mm White,Shaws Of Darwen,376.76,"A practical design ideal for heavy commercial use, this Shaws Of Darwen 460 x 380mm low back rectangular cleaner's sink is made of a tough fine fireclay. Constructed using cutting edge kiln technology, this single bowl sink has an antibacterial white glaze finish fired for resistance to stains and acids. This smart cleaner's sink is suitable for floor or wall mounting.",Bathrooms and Kitchens/Kitchen/Kitchen.csv -> Shaws Of Darwen Cleaner cleaners sink 510 x 380 x 230 x 380mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/90/18/NW-B79018_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/B79000_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PG50880,Leisure Sinks Linear 1.5 sink with tap 950 x 508mm 89mm,Leisure Sinks,437.32,"Robust and hardwearing, this Leisure Sinks Linear 1.5 bowl inset sink is made from a high grade 18/10 stainless steel with a highly polished finish. Heavy duty, with seamless soldering and a rigid frame, the Luxe resists bending or flexing under pressure and is supplied with waste and tap.",Bathrooms and Kitchens/Kitchen/Kitchen.csv -> Leisure Sinks Linear 1.5 sink with tap 950 x 508mm 89mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/80/NW-G50880_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/12/Leisure_Sinks_Sink-Tap_Brochure_2012.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Leisure_Sinks_Fitting_Instructions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PC43199,"Deva LEVER single lever bridge sink mixer tap 6"" Chrome Plated",Deva,155.39,"This Deva LEVER bridge sink mixer with adjustable centres is made of brass with a chrome finish. Suitable for all plumbing systems, this deck-mounted mixer includes a tactile lever handle for inclusive flow and temperature control.","Bathrooms and Kitchens/Kitchen/Kitchen.csv -> Deva LEVER single lever bridge sink mixer tap 6"" Chrome Plated",,Sink mixer;Tap fittings;Tap hot ;cold water connections,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/31/99/NW-C43199_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Deva_DLV305B_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Deva_Shower-Tap_Guide_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PG10165,Carron Phoenix Eiger lever tap Chrome Plated,Carron Phoenix,243.85,"Designed for usability, the Carron Phoenix Eiger kitchen sink mixer tap includes a ceramic disc valve for smooth operation, a bi-flow spout and an ergonomic twin-lever handle. Fitted with a perlator for lightly aerated delivery and reduced water waste, this solidly built kitchen tap is finished in glossy chrome.",Bathrooms and Kitchens/Kitchen/Kitchen.csv -> Carron Phoenix Eiger lever tap Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/65/NW-G10165_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Carron_Phoenix_Developer_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PD80806,Bristan Lemon Easyfit kitchen sink mixer tap Black,Bristan,195.0,"Curvaceous and angled all at once, the Bristan Lemon single lever monobloc mixer tap brings a touch of style to the kitchen with its sleek black finish. Swivelling over two basins for ease of rinsing, this smart kitchen tap offers simplified fitting via the included EasyFit base.",Bathrooms and Kitchens/Kitchen/Kitchen.csv -> Bristan Lemon Easyfit kitchen sink mixer tap Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/06/D80806_wm.jpg,,,,,,,Black,25.1,0.3,60,200,Lemon,Contemporary,10 Years,N,490,Low,No,No,Yes,Swivel,Deck,Lever,Brass,1,LMN EFSNK BLK,Single Lever Mono Sink Mixer,N,Long life ceramic cartridge for durability and ease of use,Metal fixing nut for secure fitting,Easyfit base included,Flexible tails included,Black finish,10 year warranty,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PG60199,"Carron Phoenix Onda 1-tap hole sink 3.1/2""",Carron Phoenix,152.5,"A durable, high performance design, the Carron Phoenix Onda single sink with reversible drainer is manufactured in tough stainless steel with a smart polished finish for ease of cleaning. Supplied with one ready-drilled taphole, the Onda is compatible with your choice of mixer tap.","Bathrooms and Kitchens/Kitchen/Kitchen.csv -> Carron Phoenix Onda 1-tap hole sink 3.1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/99/G60199_wm.jpg,,,,,,,Stainless Steel/Polished,,,,,Onda,,,N,,,,,,,Inset,,Stainless Steel,1,101.0488.563,Inset Sink,N,Rectangular shape,High performance design,With drainer,Reversible installation,Stainless steel construction,Polished finish,With 1x taphole,,,,,,,,,,,,,0.6mm,Yes,1 sink 1 drainer,Centre,Reversible,Rectangular,450 x 395 x 160,NA,1.0,500,Y,,,
73,PG62510,Nabis left hand inset sink 1.0 bowl with two tap hole 950 x 508mm Stainless Steel,Nabis,79.14,"A very practical choice for a busy family kitchen, this Nabis inset sink is made of high grade 18/10 stainless steel with seamless soldering and a rigid frame construction, ensuring that it will resist bending and deformation, even when under pressure. This smart sink with glossy finish incorporates a 350mm main sink bowl as well as a handy side bowl, left hand drainer and two tap holes.",Bathrooms and Kitchens/Kitchen/Kitchen.csv -> Nabis left hand inset sink 1.0 bowl with two tap hole 950 x 508mm Stainless Steel,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/25/10/NW-G62510_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_SS_Inset_Sink_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Center_CitySinks_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PG62527,Nabis reversible inset sink 1.0 bowl with one tap hole 800 x 508mm Stainless Steel,Nabis,83.03,"A very practical choice for a busy family kitchen, this Nabis inset sink is made of high grade 18/10 stainless steel with seamless soldering and a rigid frame construction, ensuring that it will resist bending and deformation, even when under pressure. This smart sink with sleek satin finish incorporates a 340mm bowl, reversible drainer and a single tap hole for a mixer tap.",Bathrooms and Kitchens/Kitchen/Kitchen.csv -> Nabis reversible inset sink 1.0 bowl with one tap hole 800 x 508mm Stainless Steel,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/25/27/NW-G62527_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_SS_Inset_Sink_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PG29890,"Aga Rangemaster Glendale reversible sink with bowl 1.5"" 950 x 508mm Stainless Steel",Aga Rangemaster,169.77,"Manufactured from high grade steel for robust longevity, the Aga Rangemaster Glendale rectangular kitchen sink is generously sized with a reversible incorporated drainer and a bold modern design. Easy to clean, with a sleek  Micro-sheen finish, the Glendale is designed to sit well in just about any kitchen interior design.","Bathrooms and Kitchens/Kitchen/Kitchen.csv -> Aga Rangemaster Glendale reversible sink with bowl 1.5"" 950 x 508mm Stainless Steel",,Kitchen Sink;2x 89mm BSW;Overflow kit,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/98/90/NW-G29890_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/G29890_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/A_Rangemaster_SSSink_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PG36369,Aga Rangemaster Aria stainless steel instet sink 1.5 bowls,Aga Rangemaster,526.11,"The minimalist design of the Aga Rangemaster Aria 1.5 bowl sink makes it ideal for contemporary kitchen refits. Reversible to suit your kitchen layout, this square inset sink is manufactured in robust stainless steel with a smart, easy to clean polished finish.",Bathrooms and Kitchens/Kitchen/Kitchen.csv -> Aga Rangemaster Aria stainless steel instet sink 1.5 bowls,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/63/69/G36369_wm.jpg,,,,,,,Polished Stainless Steel,,,,,,,,N,,,,,,,Inset,,Stainless Steel,1,ARA9502 DEV,18/10,N,Square design,Stainless steel construction,Polished finish,With minimalist drainer,With 1x taphole,,,,,,,,,,,,,,,0.8,Yes,1.5 Bowls,central,Reversible,Square,340x424x150,172x290x80,,,,,,
77,PG30021,Aga Rangemaster Eaton EA9502/TMO40 1.5 bowl stainless steel sink,Aga Rangemaster,327.35,"This Aga Rangemaster Eaton single bowl kitchen sink is made of a robust and attractive stainless steel, ideal for modern kitchens.",Bathrooms and Kitchens/Kitchen/Kitchen.csv -> Aga Rangemaster Eaton EA9502/TMO40 1.5 bowl stainless steel sink,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/21/G30021_wm.jpg,,,,,,,Stainless Steel,,,,,Eaton,,,N,,,,,,,Inset,,Stainless Steel,1,EA9502/TMO40,Inset Sink,N,Reversible drainer,"Satin bowl, bright drainer",Manufactured from 18/10 stainless steel,10 year warranty,Waste kit sold separately,,,,,,,,,,,,,,,0.7 mm,No,1.5,Centre,Reversible,Rectangular,340 x 410 x 150,175 x 320 x 80,,,,,,
78,PG70658,Carron Phoenix Adelphi 1.5 bowl reversible slim top sink Stainless Steel,Carron Phoenix,429.87,"Sleekly modern, the Carron Phoenix Adelphi 150 kitchen sink is ultra-slim with a flush-fit edge profile and attractive polished stainless steel finish. Seamlessly fitting into the worktop, the Adelphi is an ideal choice for contemporary, minimalist kitchen designs.",Bathrooms and Kitchens/Kitchen/Kitchen.csv -> Carron Phoenix Adelphi 1.5 bowl reversible slim top sink Stainless Steel,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/58/NW-G70658_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Carron_PhoenixA_100_150_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Carron_Phoenix_Adelphi_100_150_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/G70658_Datasheet.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PA05651,Nabis Costeno/Ossia/Corda/Swish/Galene fixing kit,Nabis,1.04,"This Nabis tap fixing kit is compatible with kitchen taps in the brand's Costeno, Ossia, Corda, Swish and Galene ranges.",Bathrooms and Kitchens/Kitchen/Kitchen.csv -> Nabis Costeno/Ossia/Corda/Swish/Galene fixing kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/39/597539_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares Matrix_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
