,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Colour,Range,Hazardous,Depth (mm),Material,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Thickness,Warranty,Frame Colour,Waste Kit Included,Feature 11
140,PN65953,Multipanel Linda Barker Panel Onyx Marble Hydrolock 2400mm x 1200mm,,195.86,"Bathroom makeovers are effortless with the Multipanel Linda Barker Collection 2400 x 1200mm shower wall panel, an easy to install, simple to maintain alternative to tiling. Manufactured with an exterior grade MDF core and Hydrolock tongue-and-groove edges, Multipanel panels are fully waterproof and sustainable too. Finished in Onyx Marble, a realistic marble-effect in rich, moody tones, these panels will lend any bathroom a touch of true elegance.",Showering/Shower Doors and Enclosures/Shower Panels/Shower Panels.csv -> Multipanel Linda Barker Panel Onyx Marble Hydrolock 2400mm x 1200mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/59/53/N65953_wm.jpg,,,,,,,White,,,11,Exterior grade MDF,,Bathroom Wall Panel,,Onyx Marble finish,Exterior grade MDF construction,Tile effect design,Grout-free installation,Hydrolock for near seamless connection,Waterproof,Made in Britain,"Quick, easy installation",Easy to clean,FSC and PEFC certified,,,,,
141,PN86541,Perform Panel Blue Eiger Nu-Lock Panel 2400mm x 1200mm x 11mm,Perform Panel,177.94,"A fast, clean, stylish alternative to tiling, Perform Panel 2400 x 1200mm Nu-Lock shower wall panels require minimal installation effort and offer a reliable waterproof finish. Manufactured in 11mm thick plywood, these smart, modern panels are finished in Blue Eiger, a subtle, textural blue-grey.",Showering/Shower Doors and Enclosures/Shower Panels/Shower Panels.csv -> Perform Panel Blue Eiger Nu-Lock Panel 2400mm x 1200mm x 11mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/41/N86541_wm.jpg,,,,,,,Blue Eiger,,N,11,PLY,NL1200PLYBLUEEIGER,Shower Panel,N,Waterproof design,Ply construction,For installation 5x quicker than tiles,Blue Eiger finish,,,,,,,,,,,
142,PN57642,Multipanel Linda Barker bathroom wall panel unlipped 2400 x 1200mm Corten Elements,Multipanel,182.38,"An easy, grout-free alternative to paint or tiling, this 1200mm Multipanel Linda Barker wall panel has a reliably water-resistant hardwood plywood core and a high pressure decorative laminate to face along with a plain balancing laminate to rear. The Linda Barker range is designed to bring a touch of luxury to the bathroom, harnessing design trends pioneered in spas and hotels and bringing them into the home. Finished in Corten Elements, this panel provides an urban luxe concrete slab effect.",Showering/Shower Doors and Enclosures/Shower Panels/Shower Panels.csv -> Multipanel Linda Barker bathroom wall panel unlipped 2400 x 1200mm Corten Elements,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/76/47/NW-N57642_N57647_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/op/MPanel_LB_Classic_Heritage_DOP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/MPanel_LB_Classic_Heritage_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ct/22/Multipanel Product Data Sheet Oct22.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Multipanel_NeutralsCllctn_Brcr_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/MPanel_LB_Classic_Heritage_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,
143,PN00845,Multipanel Classic bathroom wall panel hydrolock tongue and groove 2400 x 1200mm Travertine,Multipanel,157.79,"An easy, grout-free alternative to paint or tiling, this 1200mm Multipanel Classic wall panel has a reliably water-resistant hardwood plywood core and a high pressure decorative laminate to face along with a plain balancing laminate to rear. This panel is finished in glossy Travertine, a deep, rich limestone effect.",Showering/Shower Doors and Enclosures/Shower Panels/Shower Panels.csv -> Multipanel Classic bathroom wall panel hydrolock tongue and groove 2400 x 1200mm Travertine,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/45/NW-N00845_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/op/MPanel_LB_Classic_Heritage_DOP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ct/22/Multipanel Product Data Sheet Oct22.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/MPanel_LB_Classic_Heritage_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/MPanel_LB_Classic_Heritage_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/MPanel_Classic_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/13/Multipanel_Brochure_2013.pdf,,,,,,,,,,,,,,,,,,,,,,,
144,PN86178,Perform Panel square edge ply panel 2400 x 1200 x 11 Statuario,Perform Panel,198.42,"A simple square-edged design, this Nu-Style 2400 x 1200mm ply shower wall panel provides ease of installation for a faster transformation compared to tile. These waterproof panels are finished in elegant Statuario, a stylish choice for a modern bathroom.",Showering/Shower Doors and Enclosures/Shower Panels/Shower Panels.csv -> Perform Panel square edge ply panel 2400 x 1200 x 11 Statuario,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/61/78/N86178_wm.jpg,,,,,,,Statuario,,N,11,LAMINATE AND PLYWOOD,1200STATUARIO,SHOWER PANELS,N,Statuario finish,Square edge design,Laminate and plywood construction,Waterproof,"Quick, easy installation",,,,,,,,,,
145,PN00840,Multipanel Classic bathroom wall panel hydrolock tongue and groove 2400 x 1200mm Natural India,Multipanel,157.79,"An easy, grout-free alternative to paint or tiling, this 1200mm Multipanel Classic wall panel has a reliably water-resistant hardwood plywood core and a high pressure decorative laminate to face along with a plain balancing laminate to rear. This panel is finished in Natural India, a subtly patterned neutral cream gloss.",Showering/Shower Doors and Enclosures/Shower Panels/Shower Panels.csv -> Multipanel Classic bathroom wall panel hydrolock tongue and groove 2400 x 1200mm Natural India,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/40/NW-N00840_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ct/22/Multipanel Product Data Sheet Oct22.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/MPanel_LB_Classic_Heritage_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/op/MPanel_LB_Classic_Heritage_DOP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/MPanel_LB_Classic_Heritage_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/13/Multipanel_Brochure_2013.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/MPanel_Classic_MSDS.pdf,,,,,,,,,,,,,,,,,,,,,,,
146,PN86571,Perform Panel 5203 wall panel Nu-Lock 2400 x 1200 x 11mm White Gloss,Perform Panel,177.94,"An easy to install alternative to tiling and five times faster too, Nu-Style Nu-Lock 2400 x 1200mm shower wall panels have a smart tongue and groove design. Finished in White Gloss, these panels have a clean, light and airy look that will suit almost any bathroom design.",Showering/Shower Doors and Enclosures/Shower Panels/Shower Panels.csv -> Perform Panel 5203 wall panel Nu-Lock 2400 x 1200 x 11mm White Gloss,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/71/N86571_wm.jpg,,,,,,,White/Gloss,,N,11,PLY,NLPLYWHITEGLOSS,Shower Panel,N,White Gloss finish,Nu-lock tongue and groove design,Plywood construction,Waterproof,Faster installation compared to tiles,,,,,,,,,,
147,PD02417,Kudos Ultimate 2 side panel fixing kit Chrome,Kudos,127.9,"1M in height, this versatile Kudos Ultimate 2 side panel fixing kit can be used to help create your perfect shower enclosure. The polished chrome kit is treated with Lifeshield for easier cleaning and a long lasting shine.",Showering/Shower Doors and Enclosures/Shower Panels/Shower Panels.csv -> Kudos Ultimate 2 side panel fixing kit Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/24/17/UP-D02416_D02417_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Kudos_Ultimate_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PD28580,Merlyn MBox shower side panel 900mm,Merlyn,214.5,"An elegant design to suit both modern and classic bathrooms, the Merlyn Mbox 900mm shower side panel is reversible for ease of installation. This 1900mm height panel has magnetic seals to minimise leaks and a neat chrome-finished frame.",Showering/Shower Doors and Enclosures/Shower Panels/Shower Panels.csv -> Merlyn MBox shower side panel 900mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/an/el/Side_Panel_wm.jpg,,,,,,,Chrome/Anodised,Mbox,N,,Aluminium,MBSP900,Side Panel,N,With 6mm toughened safety glass,Reversible installation,Easy fitting,With magnetic seals,Chrome frame finish,10 year warranty,,,,,6mm,10 Years,Chrome,,
149,PD29074,Merlyn Ionic Express fixed panel 1500mm Chrome Clear,Merlyn,338.65,"With a smooth action and seamless frame-free design, the Merlyn Ionic Essence shower enclosure 1500mm fixed panel slider is an ideal choice for contemporary designer bathrooms. Manufactured in 8mm Mershield Stayclear coated glass with smooth easy-clean double rollers the Essence is easy to clean and with double fin seals ensures reliable water retention.",Showering/Shower Doors and Enclosures/Shower Panels/Shower Panels.csv -> Merlyn Ionic Express fixed panel 1500mm Chrome Clear,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/90/75/UP-D29074_D29075_wm.jpg,,,,,,,Clear/Anodised,Ionic Express,N,,Glass,A0304G1,Slider Fixed Panel,N,Height 2000mm,Mershield Stayclear easy-clean glass coating,Frameless design,8mm toughened safety glass,Solid chrome double handle,Extra-strong smooth gliding rollers,Discreet deflector seal on Luna rail for increased water retention,Concealed fixings,Exclusive Ionic Essence tool and fittings kit provided,30mm adjustment per wall profile,8mm,20years,Chrome,N,20 year guarantee
150,PN57627,Multipanel Linda Barker bathroom wall panel hydrolock tongue and groove 2400 x 1200mm Concrete Formwood,Multipanel,195.86,"An easy, grout-free alternative to paint or tiling, this 1200mm Multipanel Linda Barker wall panel has a reliably water-resistant hardwood plywood core and a high pressure decorative laminate to face along with a plain balancing laminate to rear. The Linda Barker range is designed to bring a touch of luxury to the bathroom, harnessing design trends pioneered in spas and hotels and bringing them into the home. This panel offers a Concrete Formwood finish, a realistic wood plank effect with cool grey concrete tones.",Showering/Shower Doors and Enclosures/Shower Panels/Shower Panels.csv -> Multipanel Linda Barker bathroom wall panel hydrolock tongue and groove 2400 x 1200mm Concrete Formwood,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/76/29/NW-N57624_N57629_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/MPanel_LB_Classic_Heritage_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ct/22/Multipanel Product Data Sheet Oct22.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/op/MPanel_LB_Classic_Heritage_DOP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Multipanel_NeutralsCllctn_Brcr_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/MPanel_LB_Classic_Heritage_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,
151,PN36618,Multipanel Classic bathroom wall panel unlipped 2400 x 1200mm Grey Marble,Multipanel,144.28,"An easy, grout-free alternative to paint or tiling, this 1200mm Multipanel Classic wall panel has a reliably water-resistant hardwood plywood core and a high pressure decorative laminate to face along with a plain balancing laminate to rear. This panel is finished in glossy Grey Marble, a realistic cool marble effect with subtle warm-toned veining.",Showering/Shower Doors and Enclosures/Shower Panels/Shower Panels.csv -> Multipanel Classic bathroom wall panel unlipped 2400 x 1200mm Grey Marble,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/66/18/NW-N36618_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/MPanel_LB_Classic_Heritage_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ct/22/Multipanel Product Data Sheet Oct22.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/op/MPanel_LB_Classic_Heritage_DOP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/MPanel_LB_Classic_Heritage_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/MPanel_Classic_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/13/Multipanel_Brochure_2013.pdf,,,,,,,,,,,,,,,,,,,,,,,
152,PN86562,Perform Panel 2919 wall panel Nu-Lock 2400 x 1200 x 11mm Stratus Marble,Perform Panel,177.94,"A fast, clean, stylish alternative to tiling, Perform Panel 2400 x 1200mm Nu-Lock shower wall panels require minimal installation effort and offer a reliable waterproof finish. Manufactured in 11mm thick plywood, these smart, modern panels are finished in Stratus Marble, a modern earthy grey marble effect.",Showering/Shower Doors and Enclosures/Shower Panels/Shower Panels.csv -> Perform Panel 2919 wall panel Nu-Lock 2400 x 1200 x 11mm Stratus Marble,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/62/N86562_wm.jpg,,,,,,,White Mineral,,N,11,PLY,NLPLYSTRATUSMARB,Shower Panel,N,Waterproof design,Ply construction,For installation 5x quicker than tiles,Stratus Marble finish,,,,,,,,,,,
153,PN57657,Multipanel Linda Barker bathroom wall panel hydrolock tongue and groove 2400 x 1200mm Stone Elements,Multipanel,195.86,"An easy, grout-free alternative to paint or tiling, this 1200mm Multipanel Linda Barker wall panel has a reliably water-resistant hardwood plywood core and a high pressure decorative laminate to face along with a plain balancing laminate to rear. The Linda Barker range is designed to bring a touch of luxury to the bathroom, harnessing design trends pioneered in spas and hotels and bringing them into the home. This panel is finished in Stone Elements, a beautiful neutral with a textured real stone effect.",Showering/Shower Doors and Enclosures/Shower Panels/Shower Panels.csv -> Multipanel Linda Barker bathroom wall panel hydrolock tongue and groove 2400 x 1200mm Stone Elements,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/76/59/NW-N57654_N57659_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/op/MPanel_LB_Classic_Heritage_DOP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/MPanel_LB_Classic_Heritage_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ct/22/Multipanel Product Data Sheet Oct22.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Multipanel_NeutralsCllctn_Brcr_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/MPanel_LB_Classic_Heritage_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,
