,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Colour,Flow Rate,Max System Pressure Cold (Bar),Min System Pressure Cold (Bar),Warranty,Hazardous,Depth (mm),Material,Number of Outlets,Number of Spray Patterns,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Attachment 4,Attachment 5,Range,Operating Temperature,Projection Depth,Style,Pressure (Low / Med / High),Tank,Mains,Cartridge,Spout Type,Fitting / Mounting Type,Handle Type,Number of Tap Holes,Feature 13,Attachment 6,Attachment 7,Attachment 8,Pack Quantity,Feature 14,Pressure,Eco Setting,Voltage (V),Shower Head Diameter,Engine Box Height (mm),Engine Box Width (mm),Engine Box Depth (mm),Hose Length,Water Entry Points,Cable Entry,Water Heating Declared Load Profile,Water Heating Energy Efficiency Class,Sound Power Level (Indoors),Manual / Thermostatic,Water Entry,Water Heating Energy Efficiency
60,PD45567,Triton Dene diverter bar mixer tap with fast-fit brackets,Triton,233.48,"The thermostatically controlled Triton Dene bar diverter mixer shower switches between a rainfall fixed shower head and a three spray pattern, handheld shower head for a family shower with a little added luxury. Height-adjustable with easy-grip controls and simple to install thanks to push-fit brackets, the Dene is designed for compatibility with high pressure systems.",Showering/Showers/Mixer Showers/Mixer Showers.csv -> Triton Dene diverter bar mixer tap with fast-fit brackets,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/55/67/NW-D45567_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Triton_Lewis_Riser_Rail_Assy_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Triton_Dene_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Triton_File_1492774883_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Triton_LARA_3-Pos_Showerhead_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Triton_Bar_Mixer_Bracket_Install.pdf,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Triton_2181120l_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Triton_File_1454503853_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Triton_17015_Mixer_Brochure.pdf,,,,,,,,,,,,,,,,,,
61,PD62353,Mira Minimal single shower,Mira,127.49,"With its compact and modern design, the Mira Minimal mixer shower is ideal for the contemporary family bathroom where space is at a premium. Supplied with an easy-clean showerhead, this shower is designed with both CoolShield and thermostatic technology for safe use without risk of burns or scalding during use. The smart, chrome finish Minimal is suitable for installation in any water system for convenient compatibility.",Showering/Showers/Mixer Showers/Mixer Showers.csv -> Mira Minimal single shower,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/23/53/NW-D62353_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D62353_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/es/D62353_Spares.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PD53003,Aqualisa Midas 110 Exposed Mixer Shower Column,Aqualisa,359.74,"The Aqualisa Midas 110 shower column mixer with brass valve is supplied with an adjustable head and drencher with a total of four spray patterns for a luxurious shower experience. Easy to fit, the Midas has adjustable rail brackets and adaptable pipe centres making installation into any bathroom straightforward.",Showering/Showers/Mixer Showers/Mixer Showers.csv -> Aqualisa Midas 110 Exposed Mixer Shower Column,,Column mixer unit;Shower head ;kit,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/30/03/NW-D53003_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Aqualisa_Product_Guide_2019.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Aqualisa_Midas_110_MD110SC_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PD80340,TRITON MATT BLK SHOWER MIXER & CHR KIT,Triton,295.72,"A contemporary design in sleek matte black, this Triton mixer shower kit includes a luxuriant overhead rainfall shower and a convenient handheld spray with easy switching between the two using a simple push button. With thermostatic temperature control, this shower ensures safe use for the whole family while a safety glass shelf provides handy storage for shower gel and shampoo.",Showering/Showers/Mixer Showers/Mixer Showers.csv -> TRITON MATT BLK SHOWER MIXER & CHR KIT,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/03/40/D80340_wm.jpg,,,,Black/Matt,8 l/min,10,0.5bar @ 8l/min minimum operation pressure,5 Years,N,340,Double interlocked stainless steel,2,,PBDIVBLK,push button mixer shower,N,Matte black finish,With single spray pattern handset,With rainfall overhead shower,Push button diverts flow between handset and overhead fixed shower,With gloss black safety glass shelf,Thermostatic temperature control for safety and comfort,Suitable for high pressure water systems only,NSF Reg 4 approved for water supply regulations compliance,5 year parts and labour warranty,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
64,PD62507,Mira Form Single Outlet Mixer Shower,Mira,253.5,"Designed for ease of installation, the Mira Form single outlet mixer shower incorporates a range of Multi-Fit features for simpler retrofitting. These include adjustable inlet connections and adjustable slide bar ends for fitting into a space left by 95% of the concentric mixers available on the market. Made of robust brass with a chrome finish, the Form mixer shower is compatible with modern deluge showerheads.",Showering/Showers/Mixer Showers/Mixer Showers.csv -> Mira Form Single Outlet Mixer Shower,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/25/07/D62507_wm.jpg,,,,Chrome,7.7,10.0,0.1,5 Years,N,680,"Valve and shroud: chrome plated ABS, brass inlet elbowsShowerhead and fittings: chrome plated ABSHose: PVC",1,1,31982W-CP,Mixer Shower,N,ABS and brass construction,Chrome finish,Adjustable inlet connections,Retrofit to 95% of concentric mixers with 110 – 153mm pipe centres,Slide-bar ends adjust for fitting to old fixing holes,"Quick, easy installation",Deluge overhead shower compatible,Height-adjustable slider allows 200mm of variation,Valve shroud design covers all connections and fixing holes,5 year warranty,,,,,Form,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PD53218,Aqualisa AQ concentric valve with adjustment kit,Aqualisa,180.94,"The Aqualisa AQ concealed/exposed concentric valve is a great choice for accurately controlled, high performance showering. Having a concealed and exposed option together in one box, gives the ultimate choice and flexibility to the consumer, when it comes to design and decor, and the installer, when it comes to pipework and installation. With brass body and metal handles for added quality, the shower valve works with a 3 mode 110mm handset for variable spray patterns. Available in polished Chrome, this concentric valve is suitable for all UK water systems and comes complete with a 5 year guarantee as standard (T&C's apply)",Showering/Showers/Mixer Showers/Mixer Showers.csv -> Aqualisa AQ concentric valve with adjustment kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/18/NW-D53218_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Aqualisa_AQDL1_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PD04836,Mira Element built in recessed mixer,Mira,297.42,"Simple and unfussy, the Mira Element BIR shower mixer is an ideal addition to a contemporary family bathroom. Easy to use, with both thermostatic temperature and flow control on one intuitive dial, the Element incorporates a range of powerful features, from safe thermostatic control to Magni-flo for triple the power, even in low pressure systems.",Showering/Showers/Mixer Showers/Mixer Showers.csv -> Mira Element built in recessed mixer,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/48/36/NW-D04836_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Mira_Element_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Mira_L14D_Shower_Fittings_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Mira_ShowersEnclosuresTrays_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PD77143,Bristan Quadrato thermostatic bar shower with rigid riser and diverter,Bristan,390.58,"Combining a luxury overhead ceiling shower and a powerful handset, the Bristan Quadrato thermostatic bar shower with rigid riser offers the ideal combination of practicality and indulgence in one contemporary, angular package. Supplied with a wall mount 12 fixing kit for easy installation using built-in front-of-wall isolation valves, the Quadrato is easy to clean and incorporates a range of safety features including a maximum temperature stop.",Showering/Showers/Mixer Showers/Mixer Showers.csv -> Bristan Quadrato thermostatic bar shower with rigid riser and diverter,,Bar shower unit;Wall mount 12 fixing kit,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/43/NW-D77143_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Bristan_Quadrato_QD_SHXDIVFF_C_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Bristan_QDSHXDIVFFC_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Bristan_Quadrato_QDSHXDIVFFC_Drawing.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PC42682,Bristan Prism exposed concentric valve and kit Chrome,Bristan,542.61,"The modern Bristan Prism exposed dual control shower with adjustable riser is built for effortless, fingertip touch use and easy cleaning. Designed with adjustable inlets for use on existing pipework centres, the Prism is easy to fit and offers flexibility of installation.",Showering/Showers/Mixer Showers/Mixer Showers.csv -> Bristan Prism exposed concentric valve and kit Chrome,,Shower unit;Adjustable fixing bracket;Anti-limescale handset;Hose,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/26/82/NW-C42682_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Bristan_ExpoBottomShowerValve_Instal.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Bristan_Prism_PM2_CSHXAR_C_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Bristan_Prism_PM2_CSHXAR_C_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PC42674,Bristan 1901 exposed concentric top valve Chrome,Bristan,457.3,"The Bristan 1901 thermostatic exposed dual control shower incudes adjustable inlets for easy retrofitting to existing pipework. The 1901 includes an anti-limescale, easy-clean handset.",Showering/Showers/Mixer Showers/Mixer Showers.csv -> Bristan 1901 exposed concentric top valve Chrome,,Shower unit;Diverter;Shower rose;Rigid riser;Anti-limescale handset;Hose,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/26/74/NW-C42674_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Bristan_Expo_Top_Shower_Valve_Instal.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Bristan_1901_N2_CSHXTVO_C_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Bristan_1901_N2_CSHXTVO_C-G_Drawing.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PD03603,MIRA ASSIST BSM,Mira,208.45,"Helping to make showering and bathing safe for users of any age, the Mira Assist bath/shower mixer is ideal for installation in a family bathroom. In addition to its easy-grip assistive controls, this thermostatic mixer has inbuilt CoolShield technology, keeping the valve cool to the touch during use for comfort and a reduced risk of injury. The Assist also incorporates a Magni-flo device for reliable flow, even when hot or cold supplies are interrupted.",Showering/Showers/Mixer Showers/Mixer Showers.csv -> MIRA ASSIST BSM,,Bath shower mixer;Flow regulator;1x Pair of handles;Component pack;2x sealing washers;2x concealed plates,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/36/03/NW-D03603_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Mira_BSM_Thermosttc_Bar_Valve_Instal.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D03603_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/es/D03603_Spares.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT41871,Scudo Lunar Black Square Rigid Riser Shower,Scudo,255.42,"Finished in a bold, modern black, the Scudo Lunar rigid riser mixer shower has a statement square silhouette to complement modern bathroom designs. Supplied with a diverter function, giving you both showering and bathing options, this elegant mixer is ideal for family bathrooms, with its inbuilt thermostatic temperature control providing reliable safety.",Showering/Showers/Mixer Showers/Mixer Showers.csv -> Scudo Lunar Black Square Rigid Riser Shower,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/18/71/T41871_wm.jpg,,,,Black,0.2bar (l/min): 4 0.5bar (l/min): 8.4 1bar (l/min): 12.8 2bar (l/min): 18.1 3bar (l/min): 22.2,3,0.2,Lifetime Guarantee,N,422,Brass/Stainless Steel/Plastic,2 Outlets,,BLACK008ORB,Complete Shower Set,N,Black finish,Brass and stainless steel construction,Dual outlet,With anti-scald feature,Includes diverter function,Thermostatic temperature control for safety,With rigid riser,Lifetime warranty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PC42684,Bristan Prism exposed concentric valve Chrome,Bristan,524.0,"The modern Bristan Prism exposed dual control shower valve is built for effortless, fingertip touch use and easy cleaning. Designed with adjustable inlets for use on existing pipework centres, the Prism is easy to fit and offers flexibility of installation.",Showering/Showers/Mixer Showers/Mixer Showers.csv -> Bristan Prism exposed concentric valve Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/26/84/NW-C42684_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Bristan_ExpoBottomShowerValve_Instal.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Bristan_Prism_PM2_CSHXVO_C_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Bristan_Prism_PM2_CSHXVO_C_Drawing.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT41284,Scudo core round rigid riser shower - Brushed Brass,Scudo,323.68,"The Scudo Core rigid riser mixer shower blends an elegant design in statement brushed brass with practical durability. An ideal solution for new family bathroom installations, this shower is part of a comprehensive range designed to make specification simple.",Showering/Showers/Mixer Showers/Mixer Showers.csv -> Scudo core round rigid riser shower - Brushed Brass,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/12/84/T41284_wm.jpg,,,,Brass,0.2bar (l/min): 3.7 0.5bar (l/min): 6.08 1bar (l/min: 9.18 2bar (l/min): 14.5 3bar (l/min): 15.54,5,0.5,Body: LifetimeMoving Parts: 12 Months,N,355,Brass /Stainless steel 304 alloy,2 Outlets,2,NU-021,Rigid Riser Shower,N,Brushed brass finish,Contructed in brass and stainless steel 304 alloy,With rigid riser,Dual outlet,"Lifetime warranty on body, 12 months on moving parts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PD88183,Bristan zing  adjustable thermostatic ridge riser bar shower with diverter Chrome,Bristan,218.55,"The Bristan Zing adjustable thermostatic shower with diverter is supplied with a complete shower kit including a rigid riser rail, overhead and handheld showerheads and a hose. This elegantly designed chrome shower looks great in any bathroom while also providing features that support easy cleaning and safety, including an automatic shut-off should water supplies fail. These clever features make the Zing an ideal choice for family bathrooms while simplified retrofitting using the included Bristan Wall Mount 10 kit makes it popular with installers.",Showering/Showers/Mixer Showers/Mixer Showers.csv -> Bristan zing  adjustable thermostatic ridge riser bar shower with diverter Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/81/83/D88183_wm.jpg,,,,Chrome,,,,5 Years,N,,,,,ZI SHXDIVSMFF C,Thermostatic Bar Shower,N,"Includes valve, hose and riser rail",With drench head,With single function handheld shower,Rub-clean anti-limescale nozzles on both showerheads,With Wall Mount 10 fast fixing kit for ease of installation,Telescopic riser rail is height adjustable,Integral dual-outlet diverter for easy switching,Chrome finish,5 year warranty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PJ49134,Grohe Grohtherm 800 thermostatic shower set,Grohe,153.99,"Durable and feature-packed, the Grohe Grohtherm 800 1/2"" thermostatic shower mixer with shower set is finished in easy-to-clean StarLight chrome, ensuring it looks good for years. A range of inbuilt safety settings, including SafeStop, ensure this practical shower is a family-friendly option, while EcoJoy provides added economy without compromising on power. The brush-clean showerhead is protected from both limescale and accidental damage and a height-adjustable riser rail is a useful extra.",Showering/Showers/Mixer Showers/Mixer Showers.csv -> Grohe Grohtherm 800 thermostatic shower set,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/91/34/NW-J49134_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Grohe_34_558-565-566-567-576_Instal.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Grohe_Grohtherm_800_34565001_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Grohe_Care_Instructions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
