,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Attachment 7,Warranty,Hazardous,Depth (mm),Smart,Switch Type,Battery Back Up,Number of Zones,Switching Capacity (amps),Programmable Duration,On / Off Periods per Day,Auto GMT / BST,Dimensions (L x W x D),Display Type,Number of Channels,Supplier Product Code,Type,WEEE Compliant,Application,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Colour,Connection Type,Range,Style,With Drain Off,Max Pressure,Flow Water Temperature,Material,Orientation,Pipe Connection Size,Radiator Connection Size,Sensor,Shape,With Lockshield,Feature 14,Pack Quantity,Feature 15,Feature 16,Weight
59,P247403,Drayton TRV4 straight TRV and internal head 15mm,Drayton,26.35,"This Drayton TRV4 15mm chrome straight integral head is a part for use with thermostatic radiator valves (TRVs). It is highly efficient and practical, offering inbuilt frost protection and pre-setting.",Radiators/Radiator Valves/Radiator Valves.csv -> Drayton TRV4 straight TRV and internal head 15mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/03/247403_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Drayton_TRV4_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Drayton_TRV4_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Drayton_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Drayton_h002943_31426_t_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Drayton_D34_11_TRV_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,P246505,Honeywell Home Essential VT15EG hw home vt15eg 15mm trv,Honeywell Home,20.78,"Equally suitable for contract or domestic use, the Honeywell Home VT15 Essential thermostatic radiator valve (TRV) has proved particularly popular in homes where users have dexterity or visual impairments thanks to an easy to grip head and clear, bold black-on-white numbering. Incorporating a frost setting and a positive off, the VT15 provides flexible, safe and reliable room-by-room heating control.",Radiators/Radiator Valves/Radiator Valves.csv -> Honeywell Home Essential VT15EG hw home vt15eg 15mm trv,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/05/246501_246505_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Honeywell_Heating_Controls_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,P247940,Drayton RT212 TRV with angle valve 8mm,Drayton,17.03,"A low cost solution to room-by-room heating control, the Drayton RT212 angled thermostatic radiator valve (TRV) is fitted with a liquid sensor for accurate temperature setting. With a reverse flow body the RT212 allows for vertical or horizontal flow or return mounting, providing installation flexibility.",Radiators/Radiator Valves/Radiator Valves.csv -> Drayton RT212 TRV with angle valve 8mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/40/247940_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Drayton_NEW_RT212_ED_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Drayton_5038_D27_12_NEW_RT212_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Drayton_RT212_U_and_I_Guide_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Drayton_D34_11_TRV_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,P501107,"Pegler Yorkshire angled Mistral TRV 15mm x 1/2""",Pegler,23.52,"The Pegler Yorkshire Mistral 15mm angled thermostatic radiator valve (TRV) comes with a standard tail and chrome-plated finish. For fitting flexibility, this TRV can be installed vertically or horizontally in either flow or return.","Radiators/Radiator Valves/Radiator Valves.csv -> Pegler Yorkshire angled Mistral TRV 15mm x 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/07/NW-501107_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/17/Pegler_Yorkshire_BSI_Kitemark_2017.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/Pegler_Yorkshire_Merica_P_Guide_2016.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Pegler_Yorkshire_Mistral_II_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,P246424,"Danfoss KOV fittings 1/2 "" x 15mm",Danfoss,6.83,This Danfoss KOV compression fitting is compatible with steel and copper tubings.,"Radiators/Radiator Valves/Radiator Valves.csv -> Danfoss KOV fittings 1/2 "" x 15mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/64/24/NW-246424_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Danfoss_Fitting_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Danfoss_Compression_Fitting_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Danfoss_Commercial_TRV_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Danfoss_Acc_Compression_Fitting_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_Valve_Bodies_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,P256559,Center CB Center Plus straight TRV with lockshield 15mm,Center CB,15.75,"Suitable for both commercial and domestic installation, the Center CB Center Plus straight thermostatic radiator valve (TRV), supplied with lockshield, is finished in chrome to suit contemporary interiors. This TRV's liquid sensor ensures the best possible temperature accuracy while industry standard approvals, including Keymark certification, guarantee reliable, efficient and safe operation.",Radiators/Radiator Valves/Radiator Valves.csv -> Center CB Center Plus straight TRV with lockshield 15mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/59/256559_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/CenterCB-Tradefix_256552-73_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/15/mm/256559_Center_Plus_TRV_Str_LS_15mm.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/CenterCB_256556-256559_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,P256552,Tradefix angled TRV 15mm,Tradefix,8.87,"A simple and cost-effective solution, the Tradefix 19.1 angled thermostatic radiator valve (TRV) helps to improve energy efficiency and reduce heating bills while providing homeowners with improved comfort simply by adjusting the radiator in response to temperature changes in the room. Incorporating 2-way flow technology for simpler, more flexible installation, the Tradefix TRV ensures first-time-right fitting.",Radiators/Radiator Valves/Radiator Valves.csv -> Tradefix angled TRV 15mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/53/256552_256553_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/15/mm/256552_Tradefix_TRV_Angled_15mm.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/CenterCB-Tradefix_256552-73_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Tradefix_256552-256555_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,P246030,Danfoss RLV-D compression fit lockshield valve 15mm,Danfoss,7.07,The Danfoss RLV-D standard lockshield valve has a nickel-plated finish with internal threaded connection.,Radiators/Radiator Valves/Radiator Valves.csv -> Danfoss RLV-D compression fit lockshield valve 15mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/31/NW-246030_246031_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Danfoss_Warranty_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_HeatingResidentl_Declaration.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_RLV_D_RLV_S_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Danfoss_5_Year_Warranty_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_RLV_D_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_RLV_D_Push_Fit_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,P247955,Drayton TRV4 angled lockshield with integral drain off 15mm Chrome,Drayton,13.72,This Drayton TRV4 angled lockshield valve with integral drain-off tap can be used with both domestic radiators and towel rails.,Radiators/Radiator Valves/Radiator Valves.csv -> Drayton TRV4 angled lockshield with integral drain off 15mm Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/55/NW-247955_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Drayton_TRV4_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,P246147,"Danfoss RA-FN15 straight valve 1/2""",Danfoss,27.65,"Made from brass with a smart nickel-plated finish, the Danfoss RA-FN radiator valve incorporates R 1/2"" x Rp 1/2"" connections, a chromium steel pressure pin and lifetime lubricated O-ring seal. Designed for use in two-pipe heating systems, the complete gland assembly is easily replaced with no need to drain down the system. It is supplied with a grey protective cap, used for manual regulation during the construction phase. This cap should not be used as a manual shut-off device.","Radiators/Radiator Valves/Radiator Valves.csv -> Danfoss RA-FN15 straight valve 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/61/47/NW-246147_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Danfoss_Commercial_TRV_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_RA_FN_SeriesD_RA_G_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Danfoss_Domestic_P_Selection_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_RA_FN_Series_D_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_RA_FN_SeriesF_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,P296066,Myson Petite TRV and lockshield pack angle drain off 15mm Chrome,Myson,18.76,"A compact design suitable for a range of settings, the Myson Petite 15mm angled drain-off TRV with compression connections and lockshield is a modern choice for reliable home heating. Built around a liquid sensor, this thermostatic radiator valve offers years of temperature accuracy, giving you the ability to adapt the heating in a single room to suit your needs. Helping to minimise waste while maximising comfort, a TRV will maintain a constant temperature by reacting to ambient changes in conditions, meaning a room is only heated when required.",Radiators/Radiator Valves/Radiator Valves.csv -> Myson Petite TRV and lockshield pack angle drain off 15mm Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/66/296066_wm.jpg,,,,,,,,2 years,N,,,,,,,,,,,,,PETPAK15ACD,TRV,N,,With lockshield,Angled version,Compression connection,Brass construction,CR3 chrome finish,Produced under ISO 9001:2008 quality management system,Complies with EN215,2 year warranty,,,,,,Chrome,Compression,Petite,Modern,Yes,10,Max 120 deg C,CR3 and Brass,,15 mm,1/2 BSP,Yes,Angle,Yes,,,,,
70,P296056,Myson Petite TRV angle c/w pushfit 90o elbow 10mm Chrome,Myson,13.68,"A compact design suitable for a range of settings, the Myson Petite 10mm 90° elbow angled TRV with push-fit connections is a modern choice for reliable home heating. Built around a liquid sensor, this thermostatic radiator valve offers years of temperature accuracy, giving you the ability to adapt the heating in a single room to suit your needs. Helping to minimise waste while maximising comfort, a TRV will maintain a constant temperature by reacting to ambient changes in conditions, meaning a room is only heated when required.",Radiators/Radiator Valves/Radiator Valves.csv -> Myson Petite TRV angle c/w pushfit 90o elbow 10mm Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/56/296056_wm.jpg,,,,,,,,2 years,N,,,,,,,,,,,,,PETTRV10ACPF90,TRV,N,,Angled version,Push-fit connection,Brass construction,CR3 chrome finish,Produced under ISO 9001:2008 quality management system,Complies with EN215,2 year warranty,,,,,,,Chrome,Push Fit,Petite,Modern,No,3,Max 92 deg C,CR3 and Brass,,10mm,1/2 BSP,Yes,Angle,No,,,,,
71,P250376,Pegler Yorkshire push fit radiator valve lockshield drain off elbow connector 10mm Chrome,Pegler,17.04,This Pegler Yorkshire Mercia 10mm angle pattern manual radiator valve with drain off and elbow push-fit has a chrome-plated finish for a smart finishing touch.,Radiators/Radiator Valves/Radiator Valves.csv -> Pegler Yorkshire push fit radiator valve lockshield drain off elbow connector 10mm Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/03/76/NW-250376_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/Pegler_Yorkshire_Merica_P_Guide_2016.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,P247947,Drayton RT212 TRV and lockshield 15mm,Drayton,28.96,"A low cost solution to room-by-room heating control, the Drayton RT212 angled thermostatic radiator valve (TRV) is fitted with a liquid sensor for accurate temperature setting. With a reverse flow body the RT212 allows for vertical or horizontal flow or return mounting, providing installation flexibility.",Radiators/Radiator Valves/Radiator Valves.csv -> Drayton RT212 TRV and lockshield 15mm,,Thermostatic radiator valve;Lockshield,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/47/247947_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Drayton_NEW_RT212_ED_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Drayton_5038_D27_12_NEW_RT212_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Drayton_RT212_U_and_I_Guide_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Drayton_D34_11_TRV_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,P246502,Honeywell Home Valencia VT15AG 8mm TRV,Honeywell Home,21.76,"Designed for the contract market but suitable for domestic use too, the Valencia thermostatic radiator valve (TRV) has an easy-grip head and bold black-on-white numbering making it ideal for users with impaired dexterity or impaired vision. This TRV offers reversible flow an angled body, 8mm compression connection and a 15mm radiator tailpiece.",Radiators/Radiator Valves/Radiator Valves.csv -> Honeywell Home Valencia VT15AG 8mm TRV,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/05/246501_246505_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Honeywell_Heating_Controls_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,P311217,Honeywell Home Valencia hw home vtl120 trv + l/s 10mm ang,Honeywell Home,22.16,"Offering excellent performance and reliability, the Valencia Traditional thermostatic radiator valve (TRV) is popular with installers and homeowners for its combination of energy efficiency and flexible ease of installation. With a bi-directional flow design, this TRV is suitable for any heating installation and can be mounted vertically or horizontally at either end of a radiator. Once in place, the valve's integrated radiator balancing insert retains the radiator's balancing setting when the TRV and lockshield valve is closed. For best use, the TRV should be installed in a two-pipe heating system with free flow of air around the head for accurate temperature sensing.",Radiators/Radiator Valves/Radiator Valves.csv -> Honeywell Home Valencia hw home vtl120 trv + l/s 10mm ang,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/12/17/311217_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Honeywell_Valencia_O_code_Transition.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Honeywell_Heating_Controls_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
