,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Range,Voltage (V),Warranty,Weight,Hazardous,Sound Power Level (Indoors),Output,Depth (mm),Mounting Type,Compressor Type,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Attachment 1,Attachment 2,Capacity Litre,Feature 8,Attachment 3,Attachment 4,Colour,Projection Depth,Style,Watts,Fuel Source,Material,Orientation,Shape,Wall to Centre Tapping,BTU h,Feature 9,Feature 10,Feature 11,Attachment 5,Diameter,Feature 12,Feature 13,Feature 14,Connection Type,Pressure,Overheat Protection,Direct / Indirect,Insulation Type,Application,Pack Quantity,Area (m2),Attachment 6,Refrigerant Suitability
74,P648509,Solis 6kW S6 Dual MPPT - 1Ph with DC,Solis,768.99,TBC,Renewables/Renewables.csv -> Solis 6kW S6 Dual MPPT - 1Ph with DC,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/85/09/648509_wm.jpg,,,1,12,N,,6 kW,,,,19428,,N,High efficiency,IP66,Dual MPPT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,P648461,"SolarEdge 2,200W Home Wave Inverter - Single Phase",SolarEdge,908.87,TBC,"Renewables/Renewables.csv -> SolarEdge 2,200W Home Wave Inverter - Single Phase",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/84/61/648461_wm.jpg,,,1,7.8,N,,2.2 kW,,,,20974,,N,Built-in safety features to protect yout installation,Fault detection,Arc Fault Circuit Interrupter,Simple plug and play installation and commissioning with SetApp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,P648507,Solis S6 4kW Dual MPPT - 1Ph with DC,Solis,659.68,TBC,Renewables/Renewables.csv -> Solis S6 4kW Dual MPPT - 1Ph with DC,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/85/07/648507_wm.jpg,,,1,12,N,,4 kW,,,,19422,,N,High efficiency,IP66,Dual MPPT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,P243613,Stelrad Vita Compact K3 K3 radiator 600 x 800mm,Stelrad,153.45,"The perfect choice for a low energy heating system the Stelrad Vita Compact K3 rectangular radiator incorporates three panels and three fins, maximising the heat output from a lower temperature renewable system for 6520 BTU/h of reliable warmth. Compact and slim in design, this powder-coated steel radiator, painted in clean, bright Traffic White, is suitable for wall or floor mounting and has a BOE connection, providing installers with flexibility of siting in even the smallest space.",Renewables/Renewables.csv -> Stelrad Vita Compact K3 K3 radiator 600 x 800mm,,Compact radiator;Fixing brackets;Vents and plugs,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/36/18/243609_243618_wm.jpg,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Stelrad_Vita_Series_Brochure_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_Vita_Compact_K3_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,P613553,Diversitech SpeediChannel 230-DC4W duct cap 150 mm White,Diversitech,3.04,"Made of UV-resistant PVC for a long usable life, the DiversiTech SpeediChannel 230-DC4W 150mm duct cap is used to securely cap the end of a channel.",Renewables/Renewables.csv -> Diversitech SpeediChannel 230-DC4W duct cap 150 mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/53/613553_wm.jpg,SpeediChannel,,,,N,,,,,,230-DC4W,,N,PVC construction,UV-resistant to resist fading and damage,Paintable finish,White colour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,P648502,Fox ESS 8kW K Series 1Ph Hybrid Inverter,Fox ESS,1391.42,TBC,Renewables/Renewables.csv -> Fox ESS 8kW K Series 1Ph Hybrid Inverter,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/85/02/648502_wm.jpg,,,1,29,N,,8 kW,,,,24714,,N,Easy Installation with flexible configuration,Plug and play sert-up,IP65 rated,Remote monitoring via smartphone or web portal.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,P613552,Diversitech SpeediChannel 230-DC4 duct cap 150 mm,Diversitech,3.04,"Made of UV-resistant PVC for a long usable life, the DiversiTech SpeediChannel 230-DC4 150mm duct cap is used to securely cap the end of a channel.",Renewables/Renewables.csv -> Diversitech SpeediChannel 230-DC4 duct cap 150 mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/52/613552_wm.jpg,SpeediChannel,,,,N,,,,,,230-DC4,,N,PVC construction,UV-resistant to resist fading and damage,Paintable finish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,P613593,Diversitech SpeediChannel 230-WC4W wall cover 105 mm White,Diversitech,9.74,"Made of UV-resistant PVC for a long usable life, the DiversiTech SpeediChannel 230-WC4W 105mm wall penetration cover is used to provide a clean transition from the channel to a through-wall penetration. The sleeve ensures a clean hole while the cover conceals the lineset. Screws are included for ease of fitting.",Renewables/Renewables.csv -> Diversitech SpeediChannel 230-WC4W wall cover 105 mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/93/613593_wm.jpg,SpeediChannel,,,,N,,,,,,230-WC4W,,N,PVC construction,UV-resistant to resist fading and damage,Paintable finish,Includes stainless steel screws,White colour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,P613567,Diversitech SpeediChannel 230-FB3W flat bend 90 degree 70 mm White,Diversitech,5.22,"Made of UV-resistant PVC for a long usable life, the DiversiTech SpeediChannel 230-FB3W 70mm 90° flat bend routes a lineset around an obstacle where required. Individually packed, this elbow is supplied with screws for ease of fixing.",Renewables/Renewables.csv -> Diversitech SpeediChannel 230-FB3W flat bend 90 degree 70 mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/67/613567_wm.jpg,SpeediChannel,,,,N,,,,,,230-FB3W,,N,PVC construction,UV-resistant to resist fading and damage,Paintable finish,Includes stainless steel screws,White colour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,P276263,Stelrad Compact K3 K3 radiator 500 x 600mm,Stelrad,134.76,"A popular choice for installation in just about any room, the Stelrad Compact K3 triple panel triple convector radiator is perfectly designed for those domestic or commercial projects where space is limited. Designed to combine smart style with reliability, this 600 x 500mm radiator offers excellent efficiency, thanks in large part to the precision-welding of the convector onto the waterways. Every Compact is designed with flexible connection options for ease of siting, while robust packaging that remains in place until fitting is complete makes the engineer's job even easier, limiting the risk of damage during transport and installation.",Renewables/Renewables.csv -> Stelrad Compact K3 K3 radiator 500 x 600mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/62/67/NW-276261_276267_wm.jpg,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/bo/ok/Stelrad_Specification_Radiator_Book.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Stelrad_Radiator_Book_Jan_2019.pdf,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_Compact_K3_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,P648481,Fox ESS AC 3.7kW Charger Inverter,Fox ESS,885.77,TBC,Renewables/Renewables.csv -> Fox ESS AC 3.7kW Charger Inverter,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/84/81/648481_wm.jpg,,,1,26,N,,3.7 kW,,,,19612,,N,Easy Installation with flexible configuration,Plug and play sert-up,IP65 rated,Remote monitoring via smartphone or web portal.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,P648472,Solis S6 Mini 1kW 1MPPT 1Ph Inverter,Solis,319.14,TBC,Renewables/Renewables.csv -> Solis S6 Mini 1kW 1MPPT 1Ph Inverter,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/84/72/648472_wm.jpg,,,1,7.4,N,,1 kW,,,,19535,,N,"Grid Tied Inverter, compact and lightweight",Low dBA,Wide voltage range,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,P613549,Diversitech SpeediChannel 230-D4W duct 2 M 105 mm White,Diversitech,20.88,"Measuring 6 1/2ft in length, this DiversiTech SpeediChannel 230-D4W 105mm lineset cover channel is supplied with a pack of SpeediClips for ease of fitting.",Renewables/Renewables.csv -> Diversitech SpeediChannel 230-D4W duct 2 M 105 mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/49/613549_wm.jpg,SpeediChannel,,,,N,,,,,,230-D4W,,N,PVC construction,UV-resistant to resist fading and damage,Paintable finish,SpeediClip slides into place on railing moulding into interior of Speedichannel,Suitable for one person installation,White colour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,P613573,Diversitech SpeediChannel 230-FB4W flat bend 90 degree 105 mm White,Diversitech,9.68,"Made of UV-resistant PVC for a long usable life, the DiversiTech SpeediChannel 230-FB4W 105mm 90° flat bend routes a lineset around an obstacle where required. Individually packed, this elbow is supplied with screws for ease of fixing.",Renewables/Renewables.csv -> Diversitech SpeediChannel 230-FB4W flat bend 90 degree 105 mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/73/613573_wm.jpg,SpeediChannel,,,,N,,,,,,230-FB4W,,N,PVC construction,UV-resistant to resist fading and damage,Paintable finish,Includes stainless steel screws,White colour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,P633031,Worcester Bosch Lifestyle connection set in roof,Worcester Bosch,108.83,This Worcester Bosch Lifestyle connection set is for the installation of in-roof solar systems.,Renewables/Renewables.csv -> Worcester Bosch Lifestyle connection set in roof,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/30/31/NW-633031_wm.jpg,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/WB_Lifestyle_Solar_Thermal_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/WB_Product_Guide_2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,P613580,Diversitech SpeediChannel 230-FR4 flat rosette 105 mm,Diversitech,2.86,"Made of UV-resistant PVC for a long usable life, the DiversiTech SpeediChannel 230-FR4 105mm flat wall rosette or escutcheon covers an unsightly opening in a soffit, wall or ceiling. One side of the rosette is flat to allow for a channel run to pass through to an adjacent wall or ceiling.",Renewables/Renewables.csv -> Diversitech SpeediChannel 230-FR4 flat rosette 105 mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/80/613580_wm.jpg,SpeediChannel,,,,N,,,,,,230-FR4,,N,PVC construction,UV-resistant to resist fading and damage,Paintable finish,Two-part construction snaps onto channel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,P613581,Diversitech SpeediChannel 230-FR4W flat rosette 105 mm White,Diversitech,2.86,"Made of UV-resistant PVC for a long usable life, the DiversiTech SpeediChannel 230-FR4W 105mm flat wall rosette or escutcheon covers an unsightly opening in a soffit, wall or ceiling. One side of the rosette is flat to allow for a channel run to pass through to an adjacent wall or ceiling.",Renewables/Renewables.csv -> Diversitech SpeediChannel 230-FR4W flat rosette 105 mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/81/613581_wm.jpg,SpeediChannel,,,,N,,,,,,230-FR4W,,N,PVC construction,UV-resistant to resist fading and damage,Paintable finish,Two-part construction snaps onto channel,White colour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,P648496,Solis EH1 Solis 4.6kW Hybrid 5G Inverter,Solis,1234.81,TBC,Renewables/Renewables.csv -> Solis EH1 Solis 4.6kW Hybrid 5G Inverter,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/84/96/648496_wm.jpg,,,1,21,N,,4.6 kW,,,,16233,,N,Fan less design IP65,BMS function,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PP53124,Uponor Ecoflex Thermo pre insulated pipe thermostatic twin 2 x 32/175mm,Uponor,68.4,This Uponor Ecoflex Thermo twin pipe is suitable for both heating and cooling applications. It contains both supply and return pipes encased in one jacket and incorporates long coil lengths and high flexibility for improved energy efficiency and straightforward installation.,Renewables/Renewables.csv -> Uponor Ecoflex Thermo pre insulated pipe thermostatic twin 2 x 32/175mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/31/27/P53123_P53127_wm.jpg,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Uponor heating_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Uponor_Ecoflex_Technical.pdf,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Uponor_Product_Catalogue_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Uponor_Plumbing_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,P648466,"SolarEdge 5,000W Home Wave Inverter - Single Phase",SolarEdge,1089.13,TBC,"Renewables/Renewables.csv -> SolarEdge 5,000W Home Wave Inverter - Single Phase",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/84/66/648466_wm.jpg,,,1,9,N,,5 kW,,,,20985,,N,Built-in safety features to protect yout installation,Fault detection,Arc Fault Circuit Interrupter,Simple plug and play installation and commissioning with SetApp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,P613586,Diversitech SpeediChannel 230-TC34 reducer joint 105 mm,Diversitech,3.47,"Made of UV-resistant PVC for a long usable life, the DiversiTech SpeediChannel 230-TC34 70 x 105mm reducer coupling is capable of joining two pieces of channel of different sizes. Individually packaged, this fitting is supplied with screws for ease of installation.",Renewables/Renewables.csv -> Diversitech SpeediChannel 230-TC34 reducer joint 105 mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/86/613586_wm.jpg,SpeediChannel,,,,N,,,,,,230-RJ4,,N,PVC construction,UV-resistant to resist fading and damage,Paintable finish,Includes stainless steel screws,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,P648492,"SolarEdge 6,000W Home Hub Inverter 1Ph",SolarEdge,1929.79,TBC,"Renewables/Renewables.csv -> SolarEdge 6,000W Home Hub Inverter 1Ph",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/84/92/648492_wm.jpg,,,1,12,N,,6 kW,,,,22341,,N,Built-in safety features to protect yout installation,Fault detection,Arc Fault Circuit Interrupter,Simple plug and play installation and commissioning with SetApp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,P648482,Fox ESS AC 5.0kW Charger Inverter,Fox ESS,910.32,TBC,Renewables/Renewables.csv -> Fox ESS AC 5.0kW Charger Inverter,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/84/82/648482_wm.jpg,,,1,25,N,,5 kW,,,,19039,,N,Easy Installation with flexible configuration,Plug and play sert-up,IP65 rated,Remote monitoring via smartphone or web portal.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,P613568,Diversitech SpeediChannel 230-FB4 flat bend 90 degree 105 mm,Diversitech,9.68,"Made of UV-resistant PVC for a long usable life, the DiversiTech SpeediChannel 230-FB4 105mm 90° flat bend routes a lineset around an obstacle where required. Individually packed, this elbow is supplied with screws for ease of fixing.",Renewables/Renewables.csv -> Diversitech SpeediChannel 230-FB4 flat bend 90 degree 105 mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/68/613568_wm.jpg,SpeediChannel,,,,N,,,,,,230-FB4,,N,PVC construction,UV-resistant to resist fading and damage,Paintable finish,Includes stainless steel screws,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,P648467,"SolarEdge 6,000W Home Wave Inverter - Single Phase",SolarEdge,1601.97,TBC,"Renewables/Renewables.csv -> SolarEdge 6,000W Home Wave Inverter - Single Phase",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/84/67/648467_wm.jpg,,,1,10.6,N,,6 kW,,,,20986,,N,Built-in safety features to protect yout installation,Fault detection,Arc Fault Circuit Interrupter,Simple plug and play installation and commissioning with SetApp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,P648493,"SolarEdge 8,000W Home Hub Inverter 1Ph",SolarEdge,2879.76,TBC,"Renewables/Renewables.csv -> SolarEdge 8,000W Home Hub Inverter 1Ph",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/84/93/648493_wm.jpg,,,1,19.6,N,,8 kW,,,,24465,,N,Built-in safety features to protect yout installation,Fault detection,Arc Fault Circuit Interrupter,Simple plug and play installation and commissioning with SetApp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,P613563,Diversitech SpeediChannel 230-EIN3W outside elbow 90 degree 70 mm White,Diversitech,4.66,"Made of UV-resistant PVC for a long usable life, the DiversiTech SpeediChannel 230-EIN3W 70mm 90° outside elbow routes a lineset around a corner. Individually packed, this elbow is supplied with screws for ease of fixing.",Renewables/Renewables.csv -> Diversitech SpeediChannel 230-EIN3W outside elbow 90 degree 70 mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/63/613563_wm.jpg,SpeediChannel,,,,N,,,,,,230-EIN3W,,N,PVC construction,UV-resistant to resist fading and damage,Paintable finish,Includes stainless steel screws,White colour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
