,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Flow Rate,Fuel Type,Range,Warranty,Weight,Energy Rating,Hazardous,Water Heating Energy Efficiency Class,Output,Depth (mm),Boiler Bundles,Efficiency (SAP 2009),Mounting Type,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Pack Quantity,Attachment 6,Attachment 7,Feature 9,Feature 10,Colour,Feature 11,Feature 12,Feature 13,Feature 14,Feature 15,Feature 16,Feature 17,Seasonal Space Heating Energy Efficiency %,Feature 18,Feature 19,Max Vertical Level Flue Length (metres),Attachment 8,Attachment 9,Rated Heat Output (Prated or Psup),Seasonal Space Heating Energy Efficiency Class
141,P116008,Vaillant ecoFIT sustain 830 boiler,Vaillant,1148.6,"Offering ErP A-rated efficiency and a sustainable design made from 100% recyclable materials, the Vaillant ecoFIT sustain 830 combi boiler gives homeowners heat and instant hot water without waste and fuel bill worry. Simple to install in almost any location and easy to control and maintain thanks to a unique four-sided cooling system and a high efficiency modulating Grundfos pump, this 30kW output combi is compact, lightweight and quietly unobtrusive. The ecoFIT sustain 830 is compatible with a wide range of Vaillant thermostats and controls including the app-based, cost-saving vSMART™ weather compensation system.",Boilers/sub_categories/Gas Boilers/sub_categories/Gas Combi Boilers /Gas Combi Boilers .csv -> Vaillant ecoFIT sustain 830 boiler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/09/116007_116009_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Vaillant_ecoFIT_sustain_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Vaillant_ecoFIT_sustain_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/116008_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Vaillant_ecoFIT_sustain_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,P333328,Viessmann vitodens 050-W 35kW combi boiler,Viessmann,1274.16,"LPG-compatible with no need for a conversion kit, the Viessmann Vitodens 050-W combi boiler is fitted with the brand's own patented Matrix Plus burner and Inox-Radial stainless steel heat exchanger for maximised efficiency and excellent performance in the home. This 35kW boiler has a compact design suitable for wall-mounting inside the average sized kitchen cupboard, helping to make siting and installation simple.",Boilers/sub_categories/Gas Boilers/sub_categories/Gas Combi Boilers /Gas Combi Boilers .csv -> Viessmann vitodens 050-W 35kW combi boiler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ro/nt/159729_159731_front_wm.jpg,,,,,,14.3 l/min,Natural Gas / LPG,,7 Years,37Kg,A,N,A,,300,,92,Wall Mounted,333328 PK,Combi Boiler,N,For wall-mounted installation,LPG compatible with no conversion kit required,Offers DHW output of 25.4kW,ErP A-rated efficiency of 92%,Ultra-compact design for fitting into kitchen cupboard,Measures just 700mm in height and 300mm depth,7 year warranty,,,,,,,,,,,,,,,,,,,,,,
143,P116023,Vaillant ecoFIT pure 435 heat only open vent boiler,Vaillant,2675.94,"The compact Vaillant ecoFIT pure 435 heat only boiler is designed for smaller spaces, allowing for easy cupboard fitting in an open vent system. Connected to a storage cylinder this ErP A-rated, 35kW output unit can supply reliable domestic hot water to multiple outlets at once, making it a great choice for those homes where low water pressure is an issue. Compatible with a range of controls, including the vSMART app, and suitable for use in an eco-friendly solar-driven system, the ecoFIT pure can help you to create a greener home.",Boilers/sub_categories/Gas Boilers/sub_categories/Gas Combi Boilers /Gas Combi Boilers .csv -> Vaillant ecoFIT pure 435 heat only open vent boiler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/23/116018_116023_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Vaillant_ecoFIT-Pure_Boiler_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Vaillant_OpenVent-ecoFITpure_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Vaillant_ecoFITpr_412435_Instruction.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,P114660,WORCS GSTAR 8000 LIFE 50KW COMBI WHT NG,Worcester Bosch,2433.6,"The Worcester Bosch Greenstar 8000 Life GR8300iW 50 C NG is designed as a direct replacement for the popular CDi Classic, just as reliable but with better than ever efficiency and flexibility. The 50kW output 8000 Life enjoys a sleek, contemporary design helping it to blend seamlessly into any modern home and installation is simple and fast thanks to a lower than ever lift weight and the familiar Classic layout with all the same fixture points and connections. Daily use of this boiler is hassle-free, putting control at your fingertips with a full colour text display and the option to go smart with Bosch's EasyControl thermostat. Offering an ErP A rating this boiler helps homeowners keep fuel bills and emissions low.",Boilers/sub_categories/Gas Boilers/sub_categories/Gas Combi Boilers /Gas Combi Boilers .csv -> WORCS GSTAR 8000 LIFE 50KW COMBI WHT NG,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/46/64/114660_114664_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/114660_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/W_B_Greenstar_8000_Life_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/W_B_Greenstar_8000_Life_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/W_B_Greenstar_8000_LifeStyle_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,P130187,Glow-worm Energy7 30C boiler 30c,Glow-worm,1621.17,"Compact and quiet, the wall-mounted Glow-worm Energy7 30C combi boiler pack is small enough to fit into a kitchen cupboard and features top and rear flue options for convenient installation in any location. Fitted with high quality parts, including a robust aluminium heat exchanger, this 30kW boiler promises longevity and efficiency, earning it an ErP A rating, while compatibility with a wide variety of controls ensures easy usability.",Boilers/sub_categories/Gas Boilers/sub_categories/Gas Combi Boilers /Gas Combi Boilers .csv -> Glow-worm Energy7 30C boiler 30c,,Combi boilerHeat generatorUnit mounting bracketFlexible condensate discharge pipe6x 3/4 seals4x 1/2 sealsService valveGas stopcockFilling device2x connection pipe (heating flow and return)Cold water connection pipeDomestic hot water connection pipeGas,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/88/NW-130186_130188_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Glow_worm_The_Energy_Range_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/fl/et/Glow_worm_Energy_Leaflet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Glow_worm_Energy7_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Glow_worm_TheEnergy_Compact_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Glow_worm_Independent_Merchant_Brcr.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/ts/Glow_worm_Energy7_Operating_Instrcts.pdf,,,,,,,,,,,,,,,,,,,
146,P333553,Alpha E Tec 33NX combi boiler only,Alpha,900.0,"Offering ease of installation, the robust Alpha E-Tec Plus 33NX combi boiler incorporates a thermoplastic-moulded stainless steel heat exchanger for the ideal combination of lightweight convenience and efficient A-rated performance. This 33kW combi has a backlit touchscreen display for intuitive use by both installer and homeowner while also boasting a double casing design for quieter operation.",Boilers/sub_categories/Gas Boilers/sub_categories/Gas Combi Boilers /Gas Combi Boilers .csv -> Alpha E Tec 33NX combi boiler only,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/30/196028_196030_wm.jpg,,,,,,14.1,Natural Gas,E-Tec,10 Years,33.4,A,N,XL,3.3 kW,275,,89.4,Wall Mounted,333553 PK,Combi,N,For wall mounting,Lightweight for ease of fitting,Thermoplastic moulded stainless steel main heat exchanger,Double casing design for quieter operation,Backlit display and control panel interface,Removable push-fit flue connection,Fully range output adjustable,Delta T variable speed operation pump,,,,A-rated efficiency,10 year warranty,,,,,,,,,,,,,,,,
147,P101341,Intergas ECO RF 30 compact combi boiler,Intergas,1743.71,"Providing heating for small homes with up to three bedrooms, the Intergas ECO RF 30 Combi Compact boiler uses Intergas's tried and tested Combi Compact technology. With a compact design and easy to use features, this reliable 30kW combi boiler helps to maximise space in a kitchen or utility while making heating your home easy. The ECO RF 30 brings together a 2-in-1 heat exchanger, high efficiency pump and smart self-learning eco mode to maintain an ErP A rating, minimising your carbon footprint and fuel bill costs. Installation, maintenance and daily use is uncomplicated, providing both technician and customer with peace of mind.",Boilers/sub_categories/Gas Boilers/sub_categories/Gas Combi Boilers /Gas Combi Boilers .csv -> Intergas ECO RF 30 compact combi boiler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/42/101340_101342_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/ts/Intergas_Combi_ECO_RF_Spare_Parts.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Intergas_ECO_RF_Operating_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/101341_ErP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_h/&s/Intergas_H&S.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Intergas_Compact_HRE_&_RF_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Intergas_Combi_ECO_RF_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Intergas_Boilers_Terms_&_Conditions.pdf,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Intergas_ECO_RF_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/al/_1/Intergas_Combi_ECO_RF_Technical_1.pdf,,
148,P141380,Intergas Rapid Plus 25 combi boiler,Intergas,808.8,"Providing efficient central heating and hot water, the wall-hung Intergas Rapid Plus 25 makes the most of the brand's reliable condensing boiler technology. Suitable for use in most domestic applications, this combi boiler offers easy installation and maintenance alike thanks to its front accessibility and built-in expansion vessel, which also means there's no need for a jig.",Boilers/sub_categories/Gas Boilers/sub_categories/Gas Combi Boilers /Gas Combi Boilers .csv -> Intergas Rapid Plus 25 combi boiler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/80/141380_wm.jpg,,,,,,11.8,Natural Gas,Rapid Plus,6 Years,39kg,A,N,A,29.1 kW,270,,89,Wall Hung,049937,Combi Boiler,N,Central flue,Up to 10M flueing distance,Easy service and maintenance,LPG conversion available,With built-in programmer,Good flow rate,Priority domestic hot water with additional set up,Supplied with spacer frame,,,,High-rise compliant,Combined PRV and condensate,,A-rated efficiency,6 year warranty,,,,,,,,,,,,,
149,P128531,Ariston Clas One 38 combi boiler,Ariston,1363.55,"Fitted with the brand's own patented XtraTech stainless steel heat exchanger, the Ariston Clas ONE gas condensing boiler offers improved reliability and operation. With a 1:7 modulation ratio, this 38kW condensing boiler supplies excellent levels of efficiency to ensure comfortable delivery of heating and hot water without unnecessarily high fuel bills. Easy to use, the Clas ONE features a clear backlit display and offers complete compatibility with a range of Ariston Net app-connected controls for simple smartphone operation.",Boilers/sub_categories/Gas Boilers/sub_categories/Gas Combi Boilers /Gas Combi Boilers .csv -> Ariston Clas One 38 combi boiler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/85/31/128531_wm.jpg,,,,,,15.5 l/m @ 35°C,Natural Gas,Clas One,8 years,33.4kg,A,N,A,38 kW,385,,89.4,Wall Hung,3301045,Combi Boiler,N,For wall mounted installation,With XtraTech stainless steel heat exchanger,Offers high domestic hot water flow rates,With Auto function technology,Includes Comfort function,Includes high efficiency pump,A rated for efficiency,8 year warranty,,,,,,,,,,,,,,,,,,,,,
150,P134568,MISTRAL 20/26 KW HE CONENSING COMBI,Mistral,2910.36,"The Mistral high efficiency condensing combi boiler has a unique Y section heat exchanger for greater efficiency. This boiler features an impressive range of components, including a Riello burner and Grundfos pump.",Boilers/sub_categories/Gas Boilers/sub_categories/Gas Combi Boilers /Gas Combi Boilers .csv -> MISTRAL 20/26 KW HE CONENSING COMBI,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/45/72/134572_wm.jpg,,,,,,17,Oil,,5 Years,190kg,B,N,B,,600,,89.7,Floor,CC2 STD,Floor Standing Boiler,N,For under-work surface installation,With Grundfos pump,With Honeywell diverter valve,With Riello burner,5 year warranty,,,,,,,,,,,,,,,,,93,,,,,,26,A
151,P169952,Vaillant EcoTec Exclusive Green iQ 835 combi boiler,Vaillant,2455.94,"Vaillant's first Green iQ boiler, the ecoTEC exclusive Green iQ 835 makes heating any home eco-friendly. Featuring Vaillant's well-established smart technologies, trademark reliability and no sweat fitting and repair, the ecoTEC Exclusive maintains peak performance while minimising environmental impact using impressive features including intelligent consumption and output management, optimised running cycles and a low energy pump. This 35kW output, ErP A-rated boiler is easy to use thanks to a backlit plain text diagnostic and status display and can be connected up to the vSMART™ control and smartphone app to make things even simpler.",Boilers/sub_categories/Gas Boilers/sub_categories/Gas Combi Boilers /Gas Combi Boilers .csv -> Vaillant EcoTec Exclusive Green iQ 835 combi boiler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/99/53/169952_169953_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Vaillant_EcoTec_Green_iQ_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/an/ce/Vaillant_Heat_Exchanger_Maintenance.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Vaillant_EcoTec_Green_iQ_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Vaillant_Boilers_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Vaillant_EcoTec_Green_iQ_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Vaillant_EcoTec_Green_iQ_Instructions.pdf,,,,,,,,,,,,,,,,,,,
152,P334213,Vokera Vision Plus 25C boiler only pack,Vokera,678.0,"The flexible design of the Vokera Vision Plus 25C combi boiler pack offers makes installation easy in almost any location. ErP A-rated, this 20kW boiler can be installed with a weather compensation sensor or OpenTherm control, such as BeSMART, for even better energy efficiency. It features a user-friendly embedded 7-day digital clock with three modes of operation while a backlit LCD display provides complete control of heating times. This clock can be disabled if an alternative control is used.",Boilers/sub_categories/Gas Boilers/sub_categories/Gas Combi Boilers /Gas Combi Boilers .csv -> Vokera Vision Plus 25C boiler only pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/42/15/NW-334205_334215_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/Vokera_Vision_Plus_30C_ErP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ce/rt/Vokera_Vision_Plus_25C_30C_Kiwa_Cert.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Vokera_Vision_C_Combi_Boiler_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Vokera_Vision_Plus_C_EU_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Vokera_Vision_Plus_C_Declaration.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Vokera_Vision_Plus_Combi_Boiler_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Vokera_Vision_Plus_30C_Certificate.pdf,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Vokera_Vision_Plus_CBoiler_Install.pdf,,,
