,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Colour,Diameter,Range,Thickness,Warranty,Hazardous,Material,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Attachment 4,Attachment 5,Attachment 6,Pipe Size,Feature 13,Length (M),Attachment 7,Attachment 8,Attachment 9,Attachment 10,Attachment 11
121,P187241,Isover glass foiled insulation 1.2mtr x 60mm x 25mm,Isover,110.89,"Supplied in a 1.2M length, this Isover 60 x 25mm foiled glass mineral wool insulation includes pre-formed snap-on sections for ease of installation, along with self-adhesive lap for the reliable sealing of a strong vapour barrier. Reducing the number of joints required across a system, this well-designed insulation minimises time spent on-site.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Insulation/Pipe Insulation.csv -> Isover glass foiled insulation 1.2mtr x 60mm x 25mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/46/187226_187246_wm.jpg,,,,Natural,,,2.5 mm,,N,Glass Mineral Wool,LAGG060025,Pipe Insulation,N,Glass mineral wool construction,Natural colour,"Fast, simple installation saves on-site time",Quick snap-on sections,Self-adhesive overlap reduces need for tape,CE marked to EN14303,,,,,,,,,,60 mm,,,,,,,
122,PM70341,JET Range PFST phenolic block 25NB/35CU x 20 x 100mm,JET Range,7.97,This 20mm Jet phenolic block insulation for 25NB/35CU pipes provides excellent thermal insulation while offering reliable resistance against fire and moisture.,"Pipe, Valves and Fittings/Pipe Support Systems/Pipe Insulation/Pipe Insulation.csv -> JET Range PFST phenolic block 25NB/35CU x 20 x 100mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/03/42/NW-M70340_M70342_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Exco_Industries_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Jet_Phenolic_Block_Matrix_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,P621395,Armaflex Evo AC coil 1/2OD X 1/2WT (13012) 32M,Armaflex,46.55,"Offering flexible and reliable condensation control, AF/ArmaFlex Evo 1/2"" OD x 1/2"" WT pipe insulation is designed with a unique microcell structure for easy installation with no need for an additional vapour barrier. Supplied in a 15M coil, this insulation has very low thermal conductivity alongside high levels of resistance to water vapour transmission, helping to reduce energy losses during the long term while also minimising moisture ingress and reducing the risk of corrosion under insulation (CUI). Suitable for installation in public buildings and for use in process industries, AF Evo has inbuilt antimicrobial protection and high levels of fire performance make it a reliable choice for even the most challenging of situations. In addition to insulation, the AF/Armaflex range includes fire sleeves, pipe supports and adhesives for a comprehensive single-brand solution.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Insulation/Pipe Insulation.csv -> Armaflex Evo AC coil 1/2OD X 1/2WT (13012) 32M",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/99/621374_621399_wm.jpg,,,,Black,12 mm,Evo,1.2 mm,5 Years,N,Closed cell flexible elastomeric foam insulation,IAFEU13012299,Pipe Insulation,N,Black colour,Made using a closed cell material,Built-in water vapour barrier reduces corrosion under insulation (CUI) risk,Built-in Microban® antimicrobial protection for reduced risk of mould and bacteria growth,Low thermal conductivity value of 0.033 W/m K at 0°C),Highest system reliability if installed with ArmaFix pipe supports and ArmaFlex adhesives,Self-seal tube format speeds up installation,FM approved,"Meets Euroclass B/BL-s2, d0",BRE Green Guide A rating,CE marked,Meets EN 14304,,,,,5 year warranty,,,,,,
124,P189205,Isover Glass Foiled insulation 1.2mtr x 15mm x 20mm,Isover,17.78,"CLIMPIPE Sections can be considered for the thermal and acoustic insulation of pipework. Robust and lightweight, they feature pre-formed ‘snap on’ sections with a reinforced self-adhesive overlap to help ensure a strong vapour barrier. Manufactured in 1.2m lengths, they offer the opportunity for fewer joints than traditional 1m products, helping to reduce thermal bridging.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Insulation/Pipe Insulation.csv -> Isover Glass Foiled insulation 1.2mtr x 15mm x 20mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/92/05/189205_wm.jpg,,,,Natural,,Glass Foiled,20 mm,,N,Glass Mineral Wool,03P015020,Pipe Insulation,N,"Quick, easy installation reduces costs and time on site",Tape requirement reduced,Glass mineral wool,CE marked to EN 14303,,,,,,,,,,,,15 mm,,1/2,,,,,
125,PM70361,JET Range PFCU phenolic block 54CU x 30 x 100mm,JET Range,19.61,This 30mm Jet phenolic block insulation for 54CU pipes provides excellent thermal insulation while offering reliable resistance against fire and moisture.,"Pipe, Valves and Fittings/Pipe Support Systems/Pipe Insulation/Pipe Insulation.csv -> JET Range PFCU phenolic block 54CU x 30 x 100mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/03/61/NW-M70361_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Exco_Industries_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Jet_Phenolic_Block_Matrix_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,P688188,"Armaflex Class 0 sheet insulation 1/2"" Black",Armaflex,17.56,"This Armaflex Class 0 13mm insulation sheet is made of an elastomeric foam based on synthetic rubber and supplied in a 2M length. A flexible, closed-cell nitrile rubber insulation material, Class 0 has high water vapour diffusion resistance and low thermal conductivity, prevents condensation and reduces energy loss while protecting pipes, air ducts, and vessels from frost. ArmaFlex Class 0 is suitable for use on hot and cold water services, chilled water lines, heating systems, air conditioning ductwork, refrigerated pipework, process and industrial pipework and equipment.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Insulation/Pipe Insulation.csv -> Armaflex Class 0 sheet insulation 1/2"" Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/81/88/NW-688188_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Armacell_Armaflex_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Armacell_Class-O_Armaflex_Datasheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Armacell_Class-O_Armaflex_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Armacell_ClassO_Armaflex_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Armacell_Class-O_Application_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Armacell_Application_Installation.pdf,,,,,,,,
127,P129941,Armacell Armaflex EVO slit pipe insulation 25mm x 28mm x 2m,Armacell,40.54,"Helping to improve fire-retardancy, the low smoke generating Armaflex Evo 28mm diameter slit pipe insulation, supplied in a 2M length, is manufactured in a flexible elastomeric foam and offers suitability for HVAC, refrigeration and process equipment applications. Improving efficiency without risking corrosion, this 25mm thick pipe jacket has a closed-cell structure for excellent insulating properties and is Microban-treated for antimicrobial protection.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Insulation/Pipe Insulation.csv -> Armacell Armaflex EVO slit pipe insulation 25mm x 28mm x 2m",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/99/41/129941_wm.jpg,,,,Black,,,2.5 mm,,N,Flexible elastomeric foam,IAFEU25028100,Pipe Insulation,N,Flexible elastomeric foam construction,Microban treated for antimicrobial protection,Closed cell structure for reduced risk of under-insulation corrosion,Offers improved system reliability,Low thermal conductivity for energy saving on pipework,"Fire safety BL-s3,d0",,,,,,,,,,28 mm,,,,,,,
128,PM70340,JET Range PFST phenolic block 25NB/35CU x 15 x 100mm,JET Range,7.08,This 15mm Jet phenolic block insulation for 25NB/35CU pipes provides excellent thermal insulation while offering reliable resistance against fire and moisture.,"Pipe, Valves and Fittings/Pipe Support Systems/Pipe Insulation/Pipe Insulation.csv -> JET Range PFST phenolic block 25NB/35CU x 15 x 100mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/03/42/NW-M70340_M70342_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Exco_Industries_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Jet_Phenolic_Block_Matrix_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PM70323,JET Range PFCU phenolic block 15CU x 20 x 100mm,JET Range,6.37,This 20mm Jet phenolic block insulation for 15CU pipes provides excellent thermal insulation while offering reliable resistance against fire and moisture.,"Pipe, Valves and Fittings/Pipe Support Systems/Pipe Insulation/Pipe Insulation.csv -> JET Range PFCU phenolic block 15CU x 20 x 100mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/03/24/NW-M70322_M70324_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Exco_Industries_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Jet_Phenolic_Block_Matrix_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,P189005,Rockwool Rock Foiled insulation 1mtr x 42mm x 20mm,Rockwool,84.19,"ROCKWOOL RockLap H&V Sections are pre-formed sections of stone wool insulation, manufactured pre-slit for ease of application and have a layer of factory applied foil facing and a self-adhesive lap. The self-adhesive lap allows the sections to be snapped onto the pipework, then backing tape used to completely seal the joint.  The sections have been designed to provide acoustic and thermal insulation to heating, ventilation and air conditioning pipework, from temperatures of 0C to 250C.  In addition to insulating to save energy and minimise heat loss, insulation is required to services and equipment for other specific criteria such as Frost Protection, Condensation Control, Personnel Protection and Acoustic Control.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Insulation/Pipe Insulation.csv -> Rockwool Rock Foiled insulation 1mtr x 42mm x 20mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/90/05/189005_wm.jpg,,,,Natural,,Rock Foiled,20 mm,,N,Rock Mineral Wool,03C042020,Pipe Insulation,N,"Quick, easy installation reduces costs and time on site",Tape requirement reduced,Rock mineral wool,CE marked to EN 14303,,,,,,,,,,,,42mm,,1,,,,,
131,PM70322,JET Range PFCU phenolic block 15CU x 15 x 100mm,JET Range,5.58,This 15mm Jet phenolic block insulation for 15CU pipes provides excellent thermal insulation while offering reliable resistance against fire and moisture.,"Pipe, Valves and Fittings/Pipe Support Systems/Pipe Insulation/Pipe Insulation.csv -> JET Range PFCU phenolic block 15CU x 15 x 100mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/03/24/NW-M70322_M70324_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Exco_Industries_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Jet_Phenolic_Block_Matrix_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PM70328,JET Range PFST phenolic block 15NB/22CU x 15 x 100mm,JET Range,6.07,This 15mm Jet phenolic block insulation for 15NB/22CU pipes provides excellent thermal insulation while offering reliable resistance against fire and moisture.,"Pipe, Valves and Fittings/Pipe Support Systems/Pipe Insulation/Pipe Insulation.csv -> JET Range PFST phenolic block 15NB/22CU x 15 x 100mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/03/31/NW-M70328_M70331_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Exco_Industries_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Jet_Phenolic_Block_Matrix_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PM70337,JET Range PFST phenolic block 20NB/28CU x 30 x 100mm,JET Range,9.32,This 30mm Jet phenolic block insulation for 20NB/28CU pipes provides excellent thermal insulation while offering reliable resistance against fire and moisture.,"Pipe, Valves and Fittings/Pipe Support Systems/Pipe Insulation/Pipe Insulation.csv -> JET Range PFST phenolic block 20NB/28CU x 30 x 100mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/03/37/NW-M70334_M70337_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Exco_Industries_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Jet_Phenolic_Block_Matrix_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,P189002,Rockwool Rock Foiled insulation 1mtr x 27mm x 20mm,Rockwool,68.99,"ROCKWOOL RockLap H&V Sections are pre-formed sections of stone wool insulation, manufactured pre-slit for ease of application and have a layer of factory applied foil facing and a self-adhesive lap. The self-adhesive lap allows the sections to be snapped onto the pipework, then backing tape used to completely seal the joint.  The sections have been designed to provide acoustic and thermal insulation to heating, ventilation and air conditioning pipework, from temperatures of 0C to 250C.  In addition to insulating to save energy and minimise heat loss, insulation is required to services and equipment for other specific criteria such as Frost Protection, Condensation Control, Personnel Protection and Acoustic Control.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Insulation/Pipe Insulation.csv -> Rockwool Rock Foiled insulation 1mtr x 27mm x 20mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/90/03/189000_189003_wm.jpg,,,,Natural,,Rock Foiled,20 mm,,N,Rock Mineral Wool,03C027020,Pipe Insulation,N,"Quick, easy installation reduces costs and time on site",Tape requirement reduced,Rock mineral wool,CE marked to EN 14303,,,,,,,,,,,,27 mm,,1,,,,,
135,P621387,Armaflex Evo AC coil 3/8OD X 3/8WT (09010) 50M,Armaflex,53.48,"Offering flexible and reliable condensation control, AF/ArmaFlex Evo 3/8"" OD x 3/8"" WT pipe insulation is designed with a unique microcell structure for easy installation with no need for an additional vapour barrier. Supplied in a 15M coil, this insulation has very low thermal conductivity alongside high levels of resistance to water vapour transmission, helping to reduce energy losses during the long term while also minimising moisture ingress and reducing the risk of corrosion under insulation (CUI). Suitable for installation in public buildings and for use in process industries, AF Evo has inbuilt antimicrobial protection and high levels of fire performance make it a reliable choice for even the most challenging of situations. In addition to insulation, the AF/Armaflex range includes fire sleeves, pipe supports and adhesives for a comprehensive single-brand solution.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Insulation/Pipe Insulation.csv -> Armaflex Evo AC coil 3/8OD X 3/8WT (09010) 50M",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/99/621374_621399_wm.jpg,,,,Black,10 mm,Evo,10 mm,5 Years,N,Closed cell flexible elastomeric foam insulation,IAFEU09010299,Pipe Insulation,N,Black colour,Made using a closed cell material,Built-in water vapour barrier reduces corrosion under insulation (CUI) risk,Built-in Microban® antimicrobial protection for reduced risk of mould and bacteria growth,Low thermal conductivity value of 0.033 W/m K at 0°C),Highest system reliability if installed with ArmaFix pipe supports and ArmaFlex adhesives,Self-seal tube format speeds up installation,FM approved,"Meets Euroclass B/BL-s2, d0",BRE Green Guide A rating,CE marked,Meets EN 14304,,,,,5 year warranty,,,,,,
