,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Colour,Diameter,Range,Thickness,Warranty,Hazardous,Material,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Size,Pipe Size,Attachment 4,Attachment 5,Attachment 6,Feature 13,Length (M),Material Type,Pack Quantity,Weight,Connection Size,Connection Type,Drainage Product Type,Minimum Operating Temperature,Resistance Features,Wall Thickness (mm),Maximum Operating Temperature,Paintable,Standards,Application,Attachment 7,Attachment 8,Attachment 9,Attachment 10,Attachment 11
69,P621341,Armaflex Evo technical insulation 3/4in OD x 1/2in WT - 2mtr,Armaflex,3.19,"Offering flexible and reliable condensation control, AF/ArmaFlex Evo technical pipe insulation has a closed-cell insulation material structure and built-in Microban antimicrobial protection. Supplied in a 2M coil, this insulation has very low thermal conductivity alongside high levels of resistance to water vapour transmission, helping to reduce energy losses during the long term while also minimising moisture ingress and reducing the risk of corrosion under insulation (CUI). Suitable for installation in public buildings and for use in process industries, AF Evo has inbuilt antimicrobial protection and high levels of fire performance make it a reliable choice for even the most challenging of situations. In addition to insulation, the AF/Armaflex range includes fire sleeves, pipe supports and adhesives for a comprehensive single-brand solution.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Support Systems.csv -> Armaflex Evo technical insulation 3/4in OD x 1/2in WT - 2mtr",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/68/621324_621368_wm.jpg,,,,Black,20 mm,Evo,20 mm,5 Years,N,Closed cell flexible elastomeric foam insulation,IAFEU13020000,Pipe Insulation,N,Black colour,Made using a closed cell material,Built-in water vapour barrier reduces corrosion under insulation (CUI) risk,Built-in Microban® antimicrobial protection for reduced risk of mould and bacteria growth,Low thermal conductivity value of 0.033 W/m K at 0°C),Highest system reliability if installed with ArmaFix pipe supports and ArmaFlex adhesives,FM approved,"Meets Euroclass B/BL-s2, d0",BRE Green Guide A rating,CE marked,Meets EN 14304,5 year warranty,,,,,,,,,,,,,,,,,,,,,,,,,
70,PM32162,Warley galvanised slotted channel 41 x 21 x 2.5mm x 3mtr,Warley,71.54,This 3M length Warley 41 x 41 x 2.5mm plain channel is made from steel with a galvanised finish.,"Pipe, Valves and Fittings/Pipe Support Systems/Pipe Support Systems.csv -> Warley galvanised slotted channel 41 x 21 x 2.5mm x 3mtr",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/65/NW-M32161_M32165_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Warley_M32161_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Warley_M32161_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Warley_M32161_ChannelSafeLoadigGuide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,P621345,Armaflex Evo technical insulation 1-5/8in OD x 1/2in WT - 2mtr,Armaflex,5.34,"Offering flexible and reliable condensation control, AF/ArmaFlex Evo technical pipe insulation has a closed-cell insulation material structure and built-in Microban antimicrobial protection. Supplied in a 2M coil, this insulation has very low thermal conductivity alongside high levels of resistance to water vapour transmission, helping to reduce energy losses during the long term while also minimising moisture ingress and reducing the risk of corrosion under insulation (CUI). Suitable for installation in public buildings and for use in process industries, AF Evo has inbuilt antimicrobial protection and high levels of fire performance make it a reliable choice for even the most challenging of situations. In addition to insulation, the AF/Armaflex range includes fire sleeves, pipe supports and adhesives for a comprehensive single-brand solution.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Support Systems.csv -> Armaflex Evo technical insulation 1-5/8in OD x 1/2in WT - 2mtr",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/68/621324_621368_wm.jpg,,,,Black,42 mm,Evo,42mm,5 Years,N,Closed cell flexible elastomeric foam insulation,IAFEU13042000,Pipe Insulation,N,Black colour,Made using a closed cell material,Built-in water vapour barrier reduces corrosion under insulation (CUI) risk,Built-in Microban® antimicrobial protection for reduced risk of mould and bacteria growth,Low thermal conductivity value of 0.033 W/m K at 0°C),Highest system reliability if installed with ArmaFix pipe supports and ArmaFlex adhesives,FM approved,"Meets Euroclass B/BL-s2, d0",BRE Green Guide A rating,CE marked,Meets EN 14304,5 year warranty,,,,,,,,,,,,,,,,,,,,,,,,,
72,P129903,Armaflex evo slit 13mm thk 15mm od pipe 2m,Armaflex,10.59,"Offering flexible insulation against condensation, freezing and energy losses, this 2M length of Armaflex Evo 15mm elastomeric foam insulation can be used on pipes, air ducts and vessels. With a 13mm thickness, Armaflex Evo is suitable for hot and cold water services, air conditioning and refrigeration pipework, chilled water pipes and heating systems.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Support Systems.csv -> Armaflex evo slit 13mm thk 15mm od pipe 2m",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/99/03/129903_wm.jpg,,,,Black,,,13mm,,N,Flexible Elastometic Foam insulation,IAFEU13015100,Thermal insulation,N,Reliably controls condensation,Offers effective reduction of thermal losses,Built-in Microban antimicrobial protection reduces mould and bacteria growth,Closed cell structure,Dust and fibre free,Xero GWP,Pre-slit tube for ease of installation,"Euroclass BL-s2,d0 fire performance",FM Approved,,,,,15 mm,,,,,,,,,,,,,,,,,,,,,,,
73,P190701,Climaflex Standard slit pipe insulation 35mm x 25mm (Per Metre),Climaflex,11.87,"This flexible Climaflex 2M long standard insulating tube for 35mm pipes is made of a foamed, closed-cell polyethylene based on NMC Naturefoam®, featuring a minimum of 50% renewable raw materials. Fitted well, this 25mm grey foam insulates effectively for excellent efficiency, maximising the economy and minimising the environmental impact of a system.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Support Systems.csv -> Climaflex Standard slit pipe insulation 35mm x 25mm (Per Metre)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/07/02/190698_190702_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Climaflex_Installation Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Climaflex_0025c_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Climaflex_Fitting_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_h/&s/CLIMAFLEX_H&S.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Climaflex Leaflet 2015.pdf,,,,,,,,,,,,,,,,,,,,,
74,P129924,Armaflex evo slit 19mm thk 28mm od pipe 2m,Armaflex,27.7,"Offering flexible insulation against condensation, freezing and energy losses, this 2M length of Armaflex Evo 28mm elastomeric foam insulation can be used on pipes, air ducts and vessels. With a 19mm thickness, Armaflex Evo is suitable for hot and cold water services, air conditioning and refrigeration pipework, chilled water pipes and heating systems.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Support Systems.csv -> Armaflex evo slit 19mm thk 28mm od pipe 2m",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/99/24/129924_wm.jpg,,,,Black,,,19mm,,N,Flexible Elastometic Foam insulation,IAFEU19028100,Thermal insulation,N,Reliably controls condensation,Offers effective reduction of thermal losses,Built-in Microban antimicrobial protection reduces mould and bacteria growth,Closed cell structure,Dust and fibre free,Xero GWP,Pre-slit tube for ease of installation,"Euroclass BL-s2,d0 fire performance",FM Approved,,,,,28 mm,,,,,,,,,,,,,,,,,,,,,,,
75,P697250,Inaba Denko Slimduct ID-SD-75-K slim trunk 75mm x 2mtr Black,Inaba Denko,21.05,"Supplied in a 2M length, this Inaba Denko Slimduct 75mm duct is  suitable for use with any split air condition system, concealing and protecting exposed line sets for a neat finish. Slimduct is made using a high grade PVC for UV and weather resistance, providing long term protection from the elements as well as vandalism and pest damage","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Support Systems.csv -> Inaba Denko Slimduct ID-SD-75-K slim trunk 75mm x 2mtr Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/50/NW-697250_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Inaba_Denko_Datasheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/al/og/Inaba_Denko_Catalog.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,P190690,Climaflex Pipe Insulation semi-slit pipe insulation 35 x 13mm,Climaflex,4.22,"Climaflex 13mm thick pipe insulation is made of flexible foamed, closed cell polyethylene with NMC Nature foam, containing at least 50% renewable raw materials for a more environmentally-friendly installation. Supplied in 2M lengths, this professional grade slit insulation is designed for 35mm pipes.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Support Systems.csv -> Climaflex Pipe Insulation semi-slit pipe insulation 35 x 13mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/92/190687_190692_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Climaflex_Installation_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Climaflex_Product_Declaration.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_h/&s/Climaflex_H&S.pdf,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Climaflex_nmc_Nature_Foam_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Climaflex_Leaflet_2015.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/an/ce/Climaflex_Decla_Of_Performance.pdf,,,,,,,,,,,,,,,,,,,,
77,P187227,Isover glass foiled insulation 1.2mtr x 22mm x 20mm,Isover,59.28,"Supplied in a 1.2M length, this Isover 22 x 20mm foiled glass mineral wool insulation includes pre-formed snap-on sections for ease of installation, along with self-adhesive lap for the reliable sealing of a strong vapour barrier. Reducing the number of joints required across a system, this well-designed insulation minimises time spent on-site.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Support Systems.csv -> Isover glass foiled insulation 1.2mtr x 22mm x 20mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/46/187226_187246_wm.jpg,,,,Natural,,,20 mm,,N,Glass Mineral Wool,LAGG022020,Pipe Insulation,N,Glass mineral wool construction,Natural colour,"Fast, simple installation saves on-site time",Quick snap-on sections,Self-adhesive overlap reduces need for tape,CE marked to EN14303,,,,,,,,22 mm,,,,,,,,,,,,,,,,,,,,,,,
78,PM97904,JET Range Rubber Lined pipe clip twin screw M8/M10 dual boss 13-20mm,JET Range,0.79,"Offering excellent versatility, this JET Range twin screw rubber-lined pipe clip for 13 - 20mm pipes incorporates a phthalate-free EPDM rubber strip, allowing grip range to be extended while offering acoustic suppression, reducing noise transference through pipework. Compatible with plastic, copper and stainless steel pipes, the EPDM rubber has a rounded leading edge for easier pipework installation without the issue of the rubber being pulled out of the clip. Thanks to its BZP steel construction and strengthening ribs, the clip is able to handle high load weights with no deforming while an extended dual M8/M10 threaded boss provides wide ranging system compatibility.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Support Systems.csv -> JET Range Rubber Lined pipe clip twin screw M8/M10 dual boss 13-20mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/23/NW-M97904_M97923_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ee/ts/M97904 - M97923_RL Clips Spec Sheets.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,P129923,Armaflex evo slit 19mm thk 22mm od pipe 2m,Armaflex,20.57,"Offering flexible insulation against condensation, freezing and energy losses, this 2M length of Armaflex Evo 22mm elastomeric foam insulation can be used on pipes, air ducts and vessels. With a 19mm thickness, Armaflex Evo is suitable for hot and cold water services, air conditioning and refrigeration pipework, chilled water pipes and heating systems.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Support Systems.csv -> Armaflex evo slit 19mm thk 22mm od pipe 2m",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/99/23/129923_wm.jpg,,,,Black,,,19mm,,N,Flexible Elastometic Foam insulation,IAFEU19022100,Thermal insulation,N,Reliably controls condensation,Offers effective reduction of thermal losses,Built-in Microban antimicrobial protection reduces mould and bacteria growth,Closed cell structure,Dust and fibre free,Xero GWP,Pre-slit tube for ease of installation,"Euroclass BL-s2,d0 fire performance",FM Approved,,,,,22 mm,,,,,,,,,,,,,,,,,,,,,,,
80,PM97909,JET Range Rubber Lined pipe clip twin screw M8/M10 dual boss 40-46mm,JET Range,2.94,"Offering excellent versatility, this JET Range twin screw rubber-lined pipe clip for 40 - 46mm pipes incorporates a phthalate-free EPDM rubber strip, allowing grip range to be extended while offering acoustic suppression, reducing noise transference through pipework. Compatible with plastic, copper and stainless steel pipes, the EPDM rubber has a rounded leading edge for easier pipework installation without the issue of the rubber being pulled out of the clip. Thanks to its BZP steel construction and strengthening ribs, the clip is able to handle high load weights with no deforming while an extended dual M8/M10 threaded boss provides wide ranging system compatibility.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Support Systems.csv -> JET Range Rubber Lined pipe clip twin screw M8/M10 dual boss 40-46mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/23/NW-M97904_M97923_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ee/ts/M97904 - M97923_RL Clips Spec Sheets.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,P511428,Talon Pipe Cover side access for double cover 15mm,Talon,1.27,"Offering a high quality, neat and professional finish, this Talon Pipe Cover 15mm uPVC side access is designed to provide concealment anywhere pipework is forced to run horizontally to allow for bends in a pipe.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Support Systems.csv -> Talon Pipe Cover side access for double cover 15mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/14/28/NW-511428_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Talon_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Talon_Pipe_Cover_V2_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Talon_Pipe_Cover_Accessories_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
